ID	DOCULECT	SUBGROUP	CONCEPT	VALUE	IPA	TOKENS	COGIDS	MORPHEMES	STRUCTURE	NOTE	CHARACTERS	CHARACTER_IS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	STRICTID	LOOSEID	COMMONID	AUTOMORPHEMES	SALIENTID
633	Jixi	Hui	few	ɕie²¹³	ɕje²¹³	ɕ j e ²¹³	141	few/少	i m n t		少		3 6 7 8	ACXT	SJE6	9	9.S.C 9.J.C 9.E.V 9.6.T	1.6 1.2 3.0 1.0	0	141	158	273	FEW	119
634	Suzhou	Wu	few	sæ⁵²	sæ⁵²	s æ ⁵²	141	few/少	i n t		少		3 7 8	AXT	SE3	15	15.S.C 15.E.V 15.3.T	1.6 3.0 1.0	0	141	158	273	FEW	119
635	Wenzhou	Wu	few	ɕiɛ²⁴²	ɕjɛ²⁴²	ɕ j ɛ ²⁴²	141	few/少	i m n t		少		3 6 7 8	ACXT	SJE6	17	17.S.C 17.J.C 17.E.V 17.6.T	1.6 1.2 3.0 1.0	0	141	158	273	FEW	119
636	Changsha	Xiang	few	sau⁴¹	sau⁴¹	s au ⁴¹	141	few/少	i n t		少		3 7 8	AXT	SA3	2	2.S.C 2.A.V 2.3.T	1.6 3.0 1.0	0	141	158	273	FEW	119
637	Loudi	Xiang	few	ɕiɤ⁴²	ɕjɤ⁴²	ɕ j ɤ ⁴²	141	few/少	i m n t		少		3 6 7 8	ACXT	SJE3	10	10.S.C 10.J.C 10.E.V 10.3.T	1.6 1.2 3.0 1.0	0	141	158	273	FEW	119
638	Nanchang	Gan	few	sɛu²¹³	sɛu²¹³	s ɛu ²¹³	141	few/少	i n t		少		3 7 8	AXT	SE6	12	12.S.C 12.E.V 12.6.T	1.6 3.0 1.0	0	141	158	273	FEW	119
639	Meixian	Hakka	few	sau³¹	sau³¹	s au ³¹	141	few/少	i n t		少		3 7 8	AXT	SA3	11	11.S.C 11.A.V 11.3.T	1.6 3.0 1.0	0	141	158	273	FEW	119
640	Guilin	Pinghua	few	sɑu²³	sɑu²³	s ɑu ²³	141	few/少	i n t		少		3 7 8	AXT	SA2	6	6.S.C 6.A.V 6.2.T	1.6 3.0 1.0	0	141	158	273	FEW	119
641	Guangzhou	Yue	few	siu³⁵	sju³⁵	s j u ³⁵	141	few/少	i m n t		少		3 6 7 8	ACXT	SJY2	5	5.S.C 5.J.C 5.Y.V 5.2.T	1.6 1.2 3.0 1.0	0	141	158	273	FEW	119
642	Fuzhou	Min	few	tsieu³²	tsjeu³²	ts j eu ³²	141	few/少	i m n t		少		2 6 7 8	ACXT	CJE3	4	4.C.C 4.J.C 4.E.V 4.3.T	1.6 1.2 3.0 1.0	0	141	158	273	FEW	119
643	Xiamen	Min	few	tsio⁵³	tsio⁵³	ts j o ⁵³	141	few/少	i m n t		少		2 6 7 8	ACXT	CJU3	19	19.C.C 19.J.C 19.U.V 19.3.T	1.6 1.2 3.0 1.0	0	141	158	273	FEW	119
2781	Beijing	Mandarin	fight	tɑ²¹⁴⁻²¹ tɕiɑ⁵¹	tɑ²¹⁴+tɕjɑ⁵¹	t ɑ ²¹⁴ + tɕ j ɑ ⁵¹	115 563	_beat:V/打 fight:N/架	i n t + i m n t		打 架		1 7 8 9 2 6 7 8	AXT_ACXT	TA6_CJA3	1	1.T.C 1.A.V 1.6.T 1._._ 1.C.C 1.J.C 1.A.V 1.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	664	159	274	FIGHT _fight	548
2782	Ha_erbin	Mandarin	fight	ta²¹³⁻²¹ tɕia⁵³	ta²¹³+tɕja⁵³	t a ²¹³ + tɕ j a ⁵³	115 563	_beat:V/打 fight:N/架	i n t + i m n t		打 架		1 7 8 9 2 6 7 8	AXT_ACXT	TA6_CJA3	7	7.T.C 7.A.V 7.6.T 7._._ 7.C.C 7.J.C 7.A.V 7.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	664	159	274	FIGHT _fight	548
2785	Jinan	Mandarin	fight	ta⁴⁵ tɕia²¹	ta⁴⁵+tɕja²¹	t a ⁴⁵ + tɕ j a ²¹	115 563	_beat:V/打 fight:N/架	i n t + i m n t		打 架		1 7 8 9 2 6 7 8	AXT_ACXT	TA2_CJA3	8	8.T.C 8.A.V 8.2.T 8._._ 8.C.C 8.J.C 8.A.V 8.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	664	159	274	FIGHT _fight	548
2786	Rongcheng	Mandarin	fight	ta²¹⁴⁻² tʂaŋ³³⁴	ta²¹⁴+ʈʂaŋ³³⁴	t a ²¹⁴ + ʈʂ a ŋ ³³⁴	115 564	_beat:V/打 fight/仗	i n t + i n c t		打 仗		1 7 8 9 2 7 4 8	AXT_AXLT	TA6_CAN6	14	14.T.C 14.A.V 14.6.T 14._._ 14.C.C 14.A.V 14.N.c 14.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0	665	159	274	FIGHT _fight	549
2787	Taiyuan	Jin	fight	ta⁵³ tɕia⁴⁵	ta⁵³+tɕja⁴⁵	t a ⁵³ + tɕ j a ⁴⁵	115 563	_beat:V/打 fight:N/架	i n t + i m n t		打 架		1 7 8 9 2 6 7 8	AXT_ACXT	TA3_CJA2	16	16.T.C 16.A.V 16.3.T 16._._ 16.C.C 16.J.C 16.A.V 16.2.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	664	159	274	FIGHT _fight	548
2788	Xi_an	Mandarin	fight	tɑ⁵³ pfʰei²⁴	tɑ⁵³+pfʰei²⁴	t ɑ ⁵³ + pfʰ ei ²⁴	115 566	_beat:V/打 fight:N/捶	i n t + i n t		打 捶		1 7 8 9 1 7 8	AXT_AXT	TA3_PE2	18	18.T.C 18.A.V 18.3.T 18._._ 18.P.C 18.E.V 18.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	666	159	274	FIGHT _fight	550
2789	Chengdu	Mandarin	fight	ta⁵³⁻⁵⁵ tɕia²¹³	ta⁵³+tɕja²¹³	t a ⁵³ + tɕ j a ²¹³	115 563	_beat:V/打 fight:N/架	i n t + i m n t		打 架		1 7 8 9 2 6 7 8	AXT_ACXT	TA3_CJA6	3	3.T.C 3.A.V 3.3.T 3._._ 3.C.C 3.J.C 3.A.V 3.6.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	664	159	274	FIGHT _fight	548
2790	Chengdu	Mandarin	fight	ta⁵³⁻⁵⁵ tsʰuei²¹	ta⁵³+tsʰwei²¹	t a ⁵³ + tsʰ w ei ²¹	115 567	_beat:V/打 fight:N/錘	i n t + i m n t		打 錘		1 7 8 9 2 6 7 8	AXT_ACXT	TA3_CWE3	3	3.T.C 3.A.V 3.3.T 3._._ 3.C.C 3.W.C 3.E.V 3.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	667	159	274	FIGHT _fight	551
2792	Nanjing	Mandarin	fight	tɑ¹¹⁻²² tɕiɑ⁴⁴⁻²²	tɑ¹¹+tɕjɑ⁴⁴	t ɑ ¹¹ + tɕ j ɑ ⁴⁴	115 563	_beat:V/打 fight:N/架	i n t + i m n t		打 架		1 7 8 9 2 6 7 8	AXT_ACXT	TA1_CJA5	13	13.T.C 13.A.V 13.1.T 13._._ 13.C.C 13.J.C 13.A.V 13.5.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	664	159	274	FIGHT _fight	548
2793	Jixi	Hui	fight	tɔ²¹³⁻³¹ ko³⁵	tɔ²¹³+ko³⁵	t ɔ ²¹³ + k o ³⁵	115 563	_beat:V/打 fight:N/架	i n t + i n t		打 架		1 7 8 9 1 7 8	AXT_AXT	TU6_KU2	9	9.T.C 9.U.V 9.6.T 9._._ 9.K.C 9.U.V 9.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	664	159	274	FIGHT _fight	548
2794	Suzhou	Wu	fight	tã⁵² siã⁴⁴⁻³¹ tã⁵²⁻³¹	tã⁵²+sjã⁴⁴+tã⁵²	t ã ⁵² + s j ã ⁴⁴ + t ã ⁵²	115 288 115	_beat:V/打 fight:N/相 _beat:V/打	i n t + i m n t + i n t		打 相 打		1 7 8 9 3 6 7 8 9 1 7 8	AXT_ACXT_AXT	TA3_SJA5_TA3	15	15.T.C 15.A.V 15.3.T 15._._ 15.S.C 15.J.C 15.A.V 15.5.T 15._._ 15.T.C 15.A.V 15.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	0	668	159	274	FIGHT _fight _fight	552
2795	Wenzhou	Wu	fight	tiə²⁴²⁻²⁴ tsʰɿ⁰	tjə²⁴²+tsʰɿ⁰	t j ə ²⁴² + tsʰ ɿ ⁰	115 245	beat:V/打 _raise:SUF/起	i m n t + i n t		打 起		1 6 7 8 9 2 7 8	ACXT_AXT	TJE6_CI6	17	17.T.C 17.J.C 17.E.V 17.6.T 17._._ 17.C.C 17.I.V 17.6.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	0	669	159	274	FIGHT _fight	546
2797	Changsha	Xiang	fight	ta⁴¹⁻⁴⁴ tɕia⁵⁵	ta⁴¹+tɕja⁵⁵	t a ⁴¹ + tɕ j a ⁵⁵	115 563	_beat:V/打 fight:N/架	i n t + i m n t		打 架		1 7 8 9 2 6 7 8	AXT_ACXT	TA3_CJA5	2	2.T.C 2.A.V 2.3.T 2._._ 2.C.C 2.J.C 2.A.V 2.5.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	664	159	274	FIGHT _fight	548
2798	Loudi	Xiang	fight	ta⁴² tɕiɔ³⁵	ta⁴²+tɕjɔ³⁵	t a ⁴² + tɕ j ɔ ³⁵	115 563	_beat:V/打 fight:N/架	i n t + i m n t		打 架		1 7 8 9 2 6 7 8	AXT_ACXT	TA3_CJU2	10	10.T.C 10.A.V 10.3.T 10._._ 10.C.C 10.J.C 10.U.V 10.2.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	664	159	274	FIGHT _fight	548
2799	Nanchang	Gan	fight	ta²¹³ ka⁴⁵	ta²¹³+ka⁴⁵	t a ²¹³ + k a ⁴⁵	115 563	_beat:V/打 fight:N/架	i n t + i n t		打 架		1 7 8 9 1 7 8	AXT_AXT	TA6_KA2	12	12.T.C 12.A.V 12.6.T 12._._ 12.K.C 12.A.V 12.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	664	159	274	FIGHT _fight	548
2800	Meixian	Hakka	fight	ta³¹ kau³³⁻⁵³ e⁰	ta³¹+kau³³+e⁰	t a ³¹ + k au ³³ + e ⁰	115 571 770	_beat:V/打 fight/交 _:SUF/儿	i n t + i n t + n t	儿	打 交 儿		1 7 8 9 1 7 8 9 7 8	AXT_AXT_XT	TA3_KA4_E6	11	11.T.C 11.A.V 11.3.T 11._._ 11.K.C 11.A.V 11.4.T 11._._ 11.E.V 11.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 3.0 1.0	0	670	159	274	FIGHT _fight _fight	553
2801	Guilin	Pinghua	fight	tɑ²³ kɑ²⁵	tɑ²³+kɑ²⁵	t ɑ ²³ + k ɑ ²⁵	115 563	_beat:V/打 fight:N/架	i n t + i n t		打 架		1 7 8 9 1 7 8	AXT_AXT	TA2_KA2	6	6.T.C 6.A.V 6.2.T 6._._ 6.K.C 6.A.V 6.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	664	159	274	FIGHT _fight	548
2802	Guangzhou	Yue	fight	ta³⁵ kau⁵⁵	ta³⁵+kau⁵⁵	t a ³⁵ + k au ⁵⁵	115 563	_beat:V/打 fight:N/架	i n t + i n t		打 架		1 7 8 9 1 7 8	AXT_AXT	TA2_KA5	5	5.T.C 5.A.V 5.2.T 5._._ 5.K.C 5.A.V 5.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	664	159	274	FIGHT _fight	548
2803	Fuzhou	Min	fight	souŋ⁵⁵⁻⁵³ pʰaʔ²¹*	souŋ⁵⁵+pʰaʔ²¹	s ou ŋ ⁵⁵ + pʰ a ʔ ²¹	288 562	fight:N/相 _hit/拍	i n c t + i n c t		相 拍		3 7 4 8 9 1 7 1 8	AXLT_AXLT	SUN5_PAH3	4	4.S.C 4.U.V 4.N.c 4.5.T 4._._ 4.P.C 4.A.V 4.H.c 4.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	0	671	159	276	FIGHT _fight	552
2804	Xiamen	Min	fight	sio⁵⁵⁻²² pʰaʔ³²*	sio⁵⁵+pʰaʔ³²	s io ⁵⁵ + pʰ a ʔ ³²	288 562	fight:N/相 _hit/拍	i n t + i n c t		相 拍		3 7 8 9 1 7 1 8	AXT_AXLT	SI5_PAH3	19	19.S.C 19.I.V 19.5.T 19._._ 19.P.C 19.A.V 19.H.c 19.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0	671	159	276	FIGHT _fight	552
3664	Beijing	Mandarin	fire	xuo²¹⁴	xwo²¹⁴	x w o ²¹⁴	672	fire/火	i m n t		火		3 6 7 8	ACXT	GWU6	1	1.G.C 1.W.C 1.U.V 1.6.T	1.6 1.2 3.0 1.0	0	850	160	284	FIRE	692
3665	Ha_erbin	Mandarin	fire	xuo²¹³	xwo²¹³	x w o ²¹³	672	fire/火	i m n t		火		3 6 7 8	ACXT	GWU6	7	7.G.C 7.W.C 7.U.V 7.6.T	1.6 1.2 3.0 1.0	0	850	160	284	FIRE	692
3666	Jinan	Mandarin	fire	xuɤ⁴⁵	xwɤ⁴⁵	x w ɤ ⁴⁵	672	fire/火	i m n t		火		3 6 7 8	ACXT	GWE2	8	8.G.C 8.W.C 8.E.V 8.2.T	1.6 1.2 3.0 1.0	0	850	160	284	FIRE	692
3667	Rongcheng	Mandarin	fire	xuɔ²¹⁴	xwɔ²¹⁴	x w ɔ ²¹⁴	672	fire/火	i m n t		火		3 6 7 8	ACXT	GWU6	14	14.G.C 14.W.C 14.U.V 14.6.T	1.6 1.2 3.0 1.0	0	850	160	284	FIRE	692
3668	Taiyuan	Jin	fire	xuɤ⁵³	xwɤ⁵³	x w ɤ ⁵³	672	fire/火	i m n t		火		3 6 7 8	ACXT	GWE3	16	16.G.C 16.W.C 16.E.V 16.3.T	1.6 1.2 3.0 1.0	0	850	160	284	FIRE	692
3669	Xi_an	Mandarin	fire	xuo⁵³	xwo⁵³	x w o ⁵³	672	fire/火	i m n t		火		3 6 7 8	ACXT	GWU3	18	18.G.C 18.W.C 18.U.V 18.3.T	1.6 1.2 3.0 1.0	0	850	160	284	FIRE	692
3670	Chengdu	Mandarin	fire	xo⁵³	xo⁵³	x o ⁵³	672	fire/火	i n t		火		3 7 8	AXT	GU3	3	3.G.C 3.U.V 3.3.T	1.6 3.0 1.0	0	850	160	284	FIRE	692
3671	Nanjing	Mandarin	fire	xo¹¹	xo¹¹	x o ¹¹	672	fire/火	i n t		火		3 7 8	AXT	GU1	13	13.G.C 13.U.V 13.1.T	1.6 3.0 1.0	0	850	160	284	FIRE	692
3672	Jixi	Hui	fire	xɵ²¹³	xɵ²¹³	x ɵ ²¹³	672	fire/火	i n t		火		3 7 8	AXT	GU6	9	9.G.C 9.U.V 9.6.T	1.6 3.0 1.0	0	850	160	284	FIRE	692
3673	Suzhou	Wu	fire	həu⁵²	həu⁵²	h əu ⁵²	672	fire/火	i n t		火		3 7 8	AXT	HE3	15	15.H.C 15.E.V 15.3.T	1.6 3.0 1.0	0	850	160	284	FIRE	692
3674	Wenzhou	Wu	fire	fu²⁴²	fu²⁴²	f u ²⁴²	672	fire/火	i n t		火		3 7 8	AXT	BY6	17	17.B.C 17.Y.V 17.6.T	1.6 3.0 1.0	0	850	160	284	FIRE	692
3675	Changsha	Xiang	fire	xo⁴¹	xo⁴¹	x o ⁴¹	672	fire/火	i n t		火		3 7 8	AXT	GU3	2	2.G.C 2.U.V 2.3.T	1.6 3.0 1.0	0	850	160	284	FIRE	692
3676	Loudi	Xiang	fire	xo⁴²	xo⁴²	x o ⁴²	672	fire/火	i n t		火		3 7 8	AXT	GU3	10	10.G.C 10.U.V 10.3.T	1.6 3.0 1.0	0	850	160	284	FIRE	692
3677	Nanchang	Gan	fire	fo²¹³	fo²¹³	f o ²¹³	672	fire/火	i n t		火		3 7 8	AXT	BU6	12	12.B.C 12.U.V 12.6.T	1.6 3.0 1.0	0	850	160	284	FIRE	692
3678	Meixian	Hakka	fire	fo³¹	fo³¹	f o ³¹	672	fire/火	i n t		火		3 7 8	AXT	BU3	11	11.B.C 11.U.V 11.3.T	1.6 3.0 1.0	0	850	160	284	FIRE	692
3679	Guilin	Pinghua	fire	xuo²³	xwo²³	x w o ²³	672	fire/火	i m n t		火		3 6 7 8	ACXT	GWU2	6	6.G.C 6.W.C 6.U.V 6.2.T	1.6 1.2 3.0 1.0	0	850	160	284	FIRE	692
3680	Guangzhou	Yue	fire	fɔ³⁵	fɔ³⁵	f ɔ ³⁵	672	fire/火	i n t		火		3 7 8	AXT	BU2	5	5.B.C 5.U.V 5.2.T	1.6 3.0 1.0	0	850	160	284	FIRE	692
3681	Fuzhou	Min	fire	huoi³²	hwoi³²	h w oi ³²	672	fire/火	i m n t		火		3 6 7 8	ACXT	HWU3	4	4.H.C 4.W.C 4.U.V 4.3.T	1.6 1.2 3.0 1.0	0	850	160	284	FIRE	692
3682	Xiamen	Min	fire	he⁵³	he⁵³	h e ⁵³	672	fire/火	i n t		火		3 7 8	AXT	HE3	19	19.H.C 19.E.V 19.3.T	1.6 3.0 1.0	0	850	160	284	FIRE	692
1992	Beijing	Mandarin	fish	y³⁵	y³⁵	y ³⁵	402	fish/鱼	n t		鱼		7 8	XT	Y2	1	1.Y.V 1.2.T	3.0 1.0	0	460	161	285	FISH	381
1993	Ha_erbin	Mandarin	fish	y²⁴	y²⁴	y ²⁴	402	fish/鱼	n t		鱼		7 8	XT	Y2	7	7.Y.V 7.2.T	3.0 1.0	0	460	161	285	FISH	381
1994	Jinan	Mandarin	fish	y⁵³	y⁵³	y ⁵³	402	fish/鱼	n t		鱼		7 8	XT	Y3	8	8.Y.V 8.3.T	3.0 1.0	0	460	161	285	FISH	381
1995	Rongcheng	Mandarin	fish	y⁵²	y⁵²	y ⁵²	402	fish/鱼	n t		鱼		7 8	XT	Y3	14	14.Y.V 14.3.T	3.0 1.0	0	460	161	285	FISH	381
1996	Taiyuan	Jin	fish	y²¹	y²¹	y ²¹	402	fish/鱼	n t		鱼		7 8	XT	Y3	16	16.Y.V 16.3.T	3.0 1.0	0	460	161	285	FISH	381
1997	Xi_an	Mandarin	fish	y²⁴	y²⁴	y ²⁴	402	fish/鱼	n t		鱼		7 8	XT	Y2	18	18.Y.V 18.2.T	3.0 1.0	0	460	161	285	FISH	381
1998	Chengdu	Mandarin	fish	y²¹	y²¹	y ²¹	402	fish/鱼	n t		鱼		7 8	XT	Y3	3	3.Y.V 3.3.T	3.0 1.0	0	460	161	285	FISH	381
1999	Nanjing	Mandarin	fish	yi¹³	ɥi¹³	ɥ i ¹³	402	fish/鱼	m n t		鱼		6 7 8	AXT	JI2	13	13.J.C 13.I.V 13.2.T	1.6 3.0 1.0	0	460	161	285	FISH	381
2000	Jixi	Hui	fish	ȵy⁴⁴	ɲy⁴⁴	ɲ y ⁴⁴	402	fish/鱼	i n t		鱼		4 7 8	AXT	NY5	9	9.N.C 9.Y.V 9.5.T	1.6 3.0 1.0	0	460	161	285	FISH	381
2001	Suzhou	Wu	fish	ŋ̍¹³	ŋ̍¹³	ŋ̍/ŋ Ø/ə ¹³	402	fish/鱼	i n t		鱼		4 7 8	AXT	NE2	15	15.N.C 15.E.V 15.2.T	1.6 3.0 1.0	0	460	161	285	FISH	381
2002	Wenzhou	Wu	fish	ŋøy³⁴¹	ŋøy³⁴¹	ŋ øy ³⁴¹	402	fish/鱼	i n t		鱼		4 7 8	AXT	NU6	17	17.N.C 17.U.V 17.6.T	1.6 3.0 1.0	0	460	161	285	FISH	381
2003	Changsha	Xiang	fish	y¹³	y¹³	y ¹³	402	fish/鱼	n t		鱼		7 8	XT	Y2	2	2.Y.V 2.2.T	3.0 1.0	0	460	161	285	FISH	381
2004	Loudi	Xiang	fish	y¹³	y¹³	y ¹³	402	fish/鱼	n t		鱼		7 8	XT	Y2	10	10.Y.V 10.2.T	3.0 1.0	0	460	161	285	FISH	381
2005	Nanchang	Gan	fish	ȵie⁴⁵	ɲje⁴⁵	ɲ j e ⁴⁵	402	fish/鱼	i m n t		鱼		4 6 7 8	ACXT	NJE2	12	12.N.C 12.J.C 12.E.V 12.2.T	1.6 1.2 3.0 1.0	0	460	161	285	FISH	381
2006	Meixian	Hakka	fish	n̩¹¹	nn̩¹¹	n n̩/ə ¹¹	402	fish/鱼	i n t		鱼		4 7 8	AXT	NE1	11	11.N.C 11.E.V 11.1.T	1.6 3.0 1.0	0	460	161	285	FISH	381
2007	Guilin	Pinghua	fish	ŋ̍t²³ sɿ⁰ te³³	ŋ̍t²³+sɿ⁰+te³³	ŋ̍/ŋ Ø/ə t ²³ + s ɿ ⁰ + t e ³³	402 756 757	fish/鱼 _fish/? _fish/?	i n c t + i n t + i n t		囗 囗 囗		4 7 1 8 9 3 7 8 9 1 7 8	AXLT_AXT_AXT	NET2_SI6_TE4	6	6.N.C 6.E.V 6.T.c 6.2.T 6._._ 6.S.C 6.I.V 6.6.T 6._._ 6.T.C 6.E.V 6.4.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	461	161	285	FISH _fish _fish	381
2008	Guangzhou	Yue	fish	y²¹	y²¹	y ²¹	402	fish/鱼	n t		鱼		7 8	XT	Y3	5	5.Y.V 5.3.T	3.0 1.0	0	460	161	285	FISH	381
2009	Fuzhou	Min	fish	ŋy⁵³	ŋy⁵³	ŋ y ⁵³	402	fish/鱼	i n t		鱼		4 7 8	AXT	NY3	4	4.N.C 4.Y.V 4.3.T	1.6 3.0 1.0	0	460	161	285	FISH	381
2010	Xiamen	Min	fish	hi²⁴	hi²⁴	h i ²⁴	402	fish/鱼	i n t		鱼		3 7 8	AXT	HI2	19	19.H.C 19.I.V 19.2.T	1.6 3.0 1.0	0	460	161	285	FISH	381
1502	Beijing	Mandarin	five	u²¹³	u²¹³	u ²¹³	324	five/五	n t		五		7 8	XT	Y6	1	1.Y.V 1.6.T	3.0 1.0	0	370	162	288	FIVE	319
1503	Ha_erbin	Mandarin	five	u²¹³	u²¹³	u ²¹³	324	five/五	n t		五		7 8	XT	Y6	7	7.Y.V 7.6.T	3.0 1.0	0	370	162	288	FIVE	319
1504	Jinan	Mandarin	five	u⁴⁵	u⁴⁵	u ⁴⁵	324	five/五	n t		五		7 8	XT	Y2	8	8.Y.V 8.2.T	3.0 1.0	0	370	162	288	FIVE	319
1505	Rongcheng	Mandarin	five	u²¹⁴	u²¹⁴	u ²¹⁴	324	five/五	n t		五		7 8	XT	Y6	14	14.Y.V 14.6.T	3.0 1.0	0	370	162	288	FIVE	319
1506	Taiyuan	Jin	five	u⁵³	u⁵³	u ⁵³	324	five/五	n t		五		7 8	XT	Y3	16	16.Y.V 16.3.T	3.0 1.0	0	370	162	288	FIVE	319
1507	Xi_an	Mandarin	five	u⁵³	u⁵³	u ⁵³	324	five/五	n t		五		7 8	XT	Y3	18	18.Y.V 18.3.T	3.0 1.0	0	370	162	288	FIVE	319
1508	Chengdu	Mandarin	five	u⁵³	u⁵³	u ⁵³	324	five/五	n t		五		7 8	XT	Y3	3	3.Y.V 3.3.T	3.0 1.0	0	370	162	288	FIVE	319
1509	Nanjing	Mandarin	five	u¹¹	u¹¹	u ¹¹	324	five/五	n t		五		7 8	XT	Y1	13	13.Y.V 13.1.T	3.0 1.0	0	370	162	288	FIVE	319
1510	Jixi	Hui	five	vu²¹³	vu²¹³	v u ²¹³	324	five/五	i n t		五		3 7 8	AXT	BY6	9	9.B.C 9.Y.V 9.6.T	1.6 3.0 1.0	0	370	162	288	FIVE	319
1511	Suzhou	Wu	five	ŋ̍²³¹	ŋ̍²³¹	ŋ̍/ŋ Ø/ə ²³¹	324	five/五	i n t		五		4 7 8	AXT	NE6	15	15.N.C 15.E.V 15.6.T	1.6 3.0 1.0	0	370	162	288	FIVE	319
1512	Wenzhou	Wu	five	ŋ̍²⁴	ŋ̍²⁴	ŋ̍/ŋ Ø/ə ²⁴	324	five/五	i n t		五		4 7 8	AXT	NE2	17	17.N.C 17.E.V 17.2.T	1.6 3.0 1.0	1	370	162	288	FIVE	319
1513	Changsha	Xiang	five	u⁴¹	u⁴¹	u ⁴¹	324	five/五	n t		五		7 8	XT	Y3	2	2.Y.V 2.3.T	3.0 1.0	0	370	162	288	FIVE	319
1514	Loudi	Xiang	five	u⁴²	u⁴²	u ⁴²	324	five/五	n t		五		7 8	XT	Y3	10	10.Y.V 10.3.T	3.0 1.0	0	370	162	288	FIVE	319
1515	Nanchang	Gan	five	ŋ̍²¹³	ŋ̍²¹³	ŋ̍/ŋ Ø/ə ²¹³	324	five/五	i n t		五		4 7 8	AXT	NE6	12	12.N.C 12.E.V 12.6.T	1.6 3.0 1.0	0	370	162	288	FIVE	319
1516	Meixian	Hakka	five	n̩³¹	nn̩³¹	n̩/n Ø/ə ³¹	324	five/五	i n t		五		4 7 8	AXT	NE3	11	11.N.C 11.E.V 11.3.T	1.6 3.0 1.0	0	370	162	288	FIVE	319
1517	Guilin	Pinghua	five	ŋ̍²³	ŋ̍²³	ŋ̍/ŋ Ø/ə ²³	324	five/五	i n t		五		4 7 8	AXT	NE2	6	6.N.C 6.E.V 6.2.T	1.6 3.0 1.0	0	370	162	288	FIVE	319
1518	Guangzhou	Yue	five	ŋ̍²³	ŋ̍²³	ŋ̍/ŋ Ø/ə ²³	324	five/五	i n t		五		4 7 8	AXT	NE2	5	5.N.C 5.E.V 5.2.T	1.6 3.0 1.0	0	370	162	288	FIVE	319
1519	Fuzhou	Min	five	ŋou²⁴²	ŋou²⁴²	ŋ ou ²⁴²	324	five/五	i n t		五		4 7 8	AXT	NU6	4	4.N.C 4.U.V 4.6.T	1.6 3.0 1.0	0	370	162	288	FIVE	319
1520	Xiamen	Min	five	gɔ²²	gɔ²²	g ɔ ²²	324	five/五	i n t		五		1 7 8	AXT	KU1	19	19.K.C 19.U.V 19.1.T	1.6 3.0 1.0	0	370	162	288	FIVE	319
438	Beijing	Mandarin	flesh	ʐou⁵¹	ʐou⁵¹	ʐ ou ⁵¹	18	flesh/肉	i n t		肉		3 7 8	AXT	SU3	1	1.S.C 1.U.V 1.3.T	1.6 3.0 1.0	0	94	163	289	FLESH	83
439	Ha_erbin	Mandarin	flesh	ʐou⁵³	ʐou⁵³	ʐ ou ⁵³	18	flesh/肉	i n t		肉		3 7 8	AXT	SU3	7	7.S.C 7.U.V 7.3.T	1.6 3.0 1.0	0	94	163	289	FLESH	83
440	Jinan	Mandarin	flesh	ʐou³¹	ʐou³¹	ʐ ou ³¹	18	flesh/肉	i n t		肉		3 7 8	AXT	SU3	8	8.S.C 8.U.V 8.3.T	1.6 3.0 1.0	0	94	163	289	FLESH	83
441	Rongcheng	Mandarin	flesh	iou³³⁴	jou³³⁴	j ou ³³⁴	18	flesh/肉	i n t		肉		6 7 8	AXT	JU6	14	14.J.C 14.U.V 14.6.T	1.6 3.0 1.0	0	94	163	289	FLESH	83
442	Taiyuan	Jin	flesh	zəu⁴⁵	zəu⁴⁵	z əu ⁴⁵	18	flesh/肉	i n t		肉		3 7 8	AXT	SE2	16	16.S.C 16.E.V 16.2.T	1.6 3.0 1.0	0	94	163	289	FLESH	83
