ID	DOCULECT	CONCEPT	VALUE	IPA	TOKENS	SEGMENTS	MORPHEMES	COMPOUNDS	COGIDS	AUTOID	STRICTID	LOOSEID	CHARACTERS_IS	CHARACTERS	LEXEME_NOTE	CONCEPT_CHINESE	STRUCTURE	NOTE
123	Xi_an	wife	uɑ⁴⁴ tʰɑ²⁴ mɑ²¹	wɑ⁴⁴+tʰɑ²⁴+mɑ²¹	w ɑ ⁴⁴ + tʰ ɑ ²⁴ + m ɑ ²¹	u ɑ ⁴⁴ + tʰ ɑ ²⁴ + m ɑ ²¹	child/娃 _wife _wife	N A N	33 34 50	1113	942	526	娃大妈(有了小孩時稱)	娃 大 妈	有了小孩時稱	妻子	m n t + i n t + i n t	
124	Xi_an	wife	u²¹ ni⁰ ʐẽ²⁴	u²¹+ni⁰+ʐẽ²⁴	u ²¹ + n i ⁰ + ʐ ẽ ²⁴	u ²¹ + n i ⁰ + ʐ ẽ ∼ ²⁴	_wife inside/里 _person/人	N N N	36 52 38	1102	943	525	屋裡人(與外人相對)	屋 裡 人	與外人相對	妻子	n t + i n t + i n t	
125	Chengdu	wife	lau⁵³⁻⁴⁵ pʰo²¹	lau⁵³+pʰo²¹	l au ⁵³ + pʰ o ²¹	l a u ⁴⁵/⁵³ + pʰ o ²¹	old/老 woman/婆	A N	27 28	1091	938	521	老婆	老 婆		妻子	i n t + i n t	
126	Chengdu	wife	lau⁵³⁻⁴⁵ ȵiər²¹	lau⁵³+ɲjə²¹	l au ⁵³ + ɲ j ə ²¹	l a u ⁴⁵/⁵³ + ɲ i ə˞/ə ²¹	old/老 female/娘	A N	27 31	1091	944	521	老娘兒(多用與BC)	老 娘	多用與BC	妻子	i n t + i m n t	
127	Chengdu	wife	ȵy⁵³⁻⁴⁵ li⁵⁵	ɲy⁵³+li⁵⁵	ɲ y ⁵³ + l i ⁵⁵	ɲ y ⁴⁵/⁵³ + l i ⁵⁵	female/女 _:GEN/的	N G	39 40	1101	945	525	女的(婚後	女 的	婚後	妻子	i n t + i n t	
128	Nanjing	wife	lɔ¹¹ pʰo¹³	lɔ¹¹+pʰo¹³	l ɔ ¹¹ + pʰ o ¹³	l ɔ ¹¹ + pʰ o ¹³	old/老 woman/婆	A N	27 28	1091	938	521	老婆	老 婆		妻子	i n t + i n t	
129	Jixi	wife	nɤ²¹³⁻³² y³¹⁻²¹	nɤ²¹³+y³¹	n ɤ ²¹³ + y ³¹	n ɤ ³²/²¹³ + y ²¹/³¹	old/老 woman/妪	A N	27 41	1091	946	521	老妪	老 妪		妻子	i n t + n t	
130	Jixi	wife	ȵy²¹³ iɑ̃⁴⁴	ɲy²¹³+jɑ̃⁴⁴	ɲ y ²¹³ + j ɑ̃ ⁴⁴	ɲ y ²¹³ + i ɑ̃ ∼ ⁴⁴	female/女 _person/人	N N	39 38	1101	947	525	女人(尊稱對方的妻子)	女 人	尊稱對方的妻子	妻子	i n t + i n t	
131	Suzhou	wife	kɑ⁴⁴ tsʯ⁵²⁻⁴⁴ bu¹³⁻²¹	kɑ⁴⁴+tsʯ⁵²+bu¹³	k ɑ ⁴⁴ + ts ʯ ⁵² + b u ¹³	k ɑ ⁴⁴ + ts ʯ ⁴⁴/⁵² + b u ²¹/¹³	family/家 lord/主 woman/婆	N A N	42 43 28	1092	948	521	家主婆	家 主 婆		妻子	i n t + i n t + i n t	
132	Wenzhou	wife	lə²⁴⁻⁴² y⁴⁴⁻²¹	lə²⁴+y⁴⁴	l ə ²⁴ + y ⁴⁴	l ə ⁴²/²⁴ + y ²¹/⁴⁴	old/老 wife	A N	27 44	1091	949	521	老安	老 安		妻子	i n t + n t	
133	Changsha	wife	tɕʰi³³ tsɿ⁰	tɕʰi³³+tsɿ⁰	tɕʰ i ³³ + ts ɿ ⁰	tɕʰ i ³³ + ts ɿ ⁰	wife/妻 _-child:SUF/子	N S	26 19	1093	937	521	妻子	妻 子		妻子	i n t + i n t	
134	Changsha	wife	tan¹³ kʰə⁰	tan¹³+kʰə⁰	t a n ¹³ + kʰ ə ⁰	t a n ¹³ + kʰ ə ⁰	relative:N/堂 guest/客	N N	45 46	1096	950	522	堂客(BC)	堂 客	BC	妻子	i n c t + i n t	
135	Changsha	wife	lei¹¹ tan³³ tɕia³³	lei¹¹+tan³³+tɕja³³	l ei ¹¹ + t a n ³³ + tɕ j a ³³	l e i ¹¹ + t a n ³³ + tɕ i a ³³	inside/內 act/當 family/家	A V N	47 48 42	1098	951	521	內當家	內 當 家		妻子	i n t + i n c t + i m n t	
136	Changsha	wife	po¹³ po⁰ tsɿ⁰	po¹³+po⁰+tsɿ⁰	p o ¹³ + p o ⁰ + ts ɿ ⁰	p o ¹³ + p o ⁰ + ts ɿ ⁰	woman/婆 woman/婆 _-child:SUF/子	N N2 S	28 772 19	1092	952	521	婆婆子(SC)	婆 婆 子	SC	妻子	i n t + i n t + i n t	
137	Loudi	wife	tʰɔŋ¹³ ke¹³⁻³³	tʰɔŋ¹³+ke¹³	tʰ ɔ ŋ ¹³ + k e ¹³	tʰ ɔ ŋ ¹³ + k e ³³/¹³	relative:N/堂 guest/客	N N	45 46	1096	950	522	堂客	堂 客		妻子	i n c t + i n t	
138	Nanchang	wife	tɕʰi⁴² tsɿ⁰	tɕʰi⁴²+tsɿ⁰	tɕʰ i ⁴² + ts ɿ ⁰	tɕʰ i ⁴² + ts ɿ ⁰	wife/妻 _-child:SUF/子	N S	26 19	1093	937	521	妻子	妻 子		妻子	i n t + i n t	
139	Nanchang	wife	lau²¹³ pʰo⁰	lau²¹³+pʰo⁰	l au ²¹³ + pʰ o ⁰	l a u ²¹³ + pʰ o ⁰	old/老 woman/婆	A N	27 28	1091	938	521	老婆	老 婆		妻子	i n t + i n t	
140	Meixian	wife	lau³¹ pʰo¹¹	lau³¹+pʰo¹¹	l au ³¹ + pʰ o ¹¹	l a u ³¹ + pʰ o ¹¹	old/老 woman/婆	A N	27 28	1091	938	521	老婆	老 婆		妻子	i n t + i n t	
141	Guilin	wife	lɑu²³ puo²²	lɑu²³+pwo²²	l ɑu ²³ + p w o ²²	l ɑ u ²³ + p u o ²²	old/老 woman/婆	A N	27 28	1091	938	521	老婆	老 婆		妻子	i n t + i m n t	
142	Guangzhou	wife	tsʰɐi⁵³ tsi³⁵	tsʰɐi⁵³+tsi³⁵	tsʰ ɐi ⁵³ + ts i ³⁵	tsʰ ɐ i ⁵³ + ts i ³⁵	wife/妻 _-child:SUF/子	N S	26 19	1093	937	521	妻子	妻 子		妻子	i n t + i n t	
143	Fuzhou	wife	lo³²⁻³⁵ lieu³²	lo³²+ljeu³²	l o ³² + l/s j eu ³²	l o ³⁵/³² + l i e u ³²	old/老 small/小	A A	27 49	1091	953	521	老小	老 小		妻子	i n t + i m n t	
144	Fuzhou	wife	lau²⁴²⁻⁵³ ma³²	lau²⁴²+ma³²	l au ²⁴² + m a ³²	l a u ⁵³/²⁴² + m a ³²	old/老 mother/媽	A N	27 50	1091	954	521	老媽	老 媽		妻子	i n t + i n t	
145	Fuzhou	wife	lau²⁴²⁻⁵⁵ pʰo⁵³	lau²⁴²+pʰo⁵³	l au ²⁴² + pʰ o ⁵³	l a u ⁵⁵/²⁴² + pʰ o ⁵³	old/老 woman/婆	A N	27 28	1091	938	521	老婆(谑称)	老 婆	谑称	妻子	i n t + i n t	
146	Fuzhou	wife	tsʰuo²¹²⁻⁵³ lie³²	tsʰwo²¹²+lje³²	tsʰ w o ²¹² + l j e ³²	tsʰ u o ⁵³/²¹² + l i e ³²	place:V/厝 inside/里	N N	51 52	1116	955	527	厝里(對人稱呼己妻子)	厝 里	對人稱呼己妻子	妻子	i m n t + i m n t	
147	Xiamen	wife	bɔ⁵³	bɔ⁵³	b ɔ ⁵³	b ɔ ⁵³	wife/某	N	53	1107	956	524	某～	某		妻子	i n t	
148	Beijing	all	tɕʰyɛn³⁵ pu⁵¹	tɕʰɥɛn³⁵+pu⁵¹	tɕʰ ɥ ɛ n ³⁵ + p u ⁵¹	tɕʰ y ɛ n ³⁵ + p u ⁵¹	complete/全 part/部	A N	54 55	1	4	1	全部	全 部		全部	i m n c t + i n t	
149	Ha_erbin	all	tɕʰyan²⁴ pu⁵³	tɕʰɥan²⁴+pu⁵³	tɕʰ ɥ a n ²⁴ + p u ⁵³	tɕʰ y a n ²⁴ + p u ⁵³	complete/全 part/部	A N	54 55	1	4	1	全部	全 部		全部	i m n c t + i n t	
150	Jinan	all	tɕʰyæ̃⁵³ pu³¹	tɕʰɥæ̃⁵³+pu³¹	tɕʰ ɥ æ̃ ⁵³ + p u ³¹	tɕʰ y æ̃ ∼ ⁵³ + p u ³¹	complete/全 part/部	A N	54 55	1	4	1	全部	全 部		全部	i m n t + i n t	
151	Rongcheng	all	tsʰiɐn³⁵ pur³³⁴	tsʰjɐn³⁵+pu³³⁴	tsʰ j ɐ n ³⁵ + p u ³³⁴	tsʰ i ɐ n ³⁵ + p u˞/u ³³⁴	complete/全 part/部	A N	54 55	1	4	1	全部兒	全 部		全部	i m n c t + i n t	
152	Taiyuan	all	tɕʰye²¹ pu⁴⁵	tɕʰɥe²¹+pu⁴⁵	tɕʰ ɥ e ²¹ + p u ⁴⁵	tɕʰ y e ²¹ + p u ⁴⁵	complete/全 part/部	A N	54 55	1	4	1	全部	全 部		全部	i m n t + i n t	
153	Xi_an	all	tsʰuæ̃²⁴ pu⁴⁴	tsʰwæ̃²⁴+pu⁴⁴	tsʰ w æ̃ ²⁴ + p u ⁴⁴	tsʰ u æ̃ ∼ ²⁴ + p u ⁴⁴	complete/全 part/部	A N	54 55	1	4	1	全部	全 部		全部	i m n t + i n t	
154	Chengdu	all	tɕʰyan²¹⁻⁵⁵ pu²¹³⁻²¹	tɕʰɥan²¹+pu²¹³	tɕʰ ɥ a n ²¹ + p u ²¹³	tɕʰ y a n ⁵⁵/²¹ + p u ²¹/²¹³	complete/全 part/部	A N	54 55	1	4	1	全部	全 部		全部	i m n c t + i n t	
155	Nanjing	all	tɕʰyen¹³ pu⁴⁴	tɕʰɥen¹³+pu⁴⁴	tɕʰ ɥ e n ¹³ + p u ⁴⁴	tɕʰ y e n ¹³ + p u ⁴⁴	complete/全 part/部	A N	54 55	1	4	1	全部	全 部		全部	i m n c t + i n t	
156	Jixi	all	tɕʰyẽ⁴⁴⁻³⁵ pʰu³¹	tɕʰɥẽ⁴⁴+pʰu³¹	tɕʰ ɥ ẽ ⁴⁴ + pʰ u ³¹	tɕʰ y ẽ ∼ ³⁵/⁴⁴ + pʰ u ³¹	complete/全 part/部	A N	54 55	1	4	1	全部	全 部		全部	i m n t + i n t	
157	Suzhou	all	ziɪ¹³ bu²³¹⁻²¹	zjɪ¹³+bu²³¹	z j ɪ ¹³ + b u ²³¹	z i ɪ ¹³ + b u ²¹/²³¹	complete/全 part/部	A N	54 55	1	4	1	全部	全 部		全部	i m n t + i n t	
158	Wenzhou	all	jy³⁴¹⁻²⁴ bu²⁴⁻²²	jy³⁴¹+bu²⁴	j y ³⁴¹ + b u ²⁴	j y ²⁴/³⁴¹ + b u ²²/²⁴	complete/全 part/部	A N	54 55	1	4	1	全部	全 部		全部	i n t + i n t	
159	Changsha	all	tɕʰyẽ¹³ pu¹¹	tɕʰɥẽ¹³+pu¹¹	tɕʰ ɥ ẽ ¹³ + p u ¹¹	tɕʰ y ẽ ∼ ¹³ + p u ¹¹	complete/全 part/部	A N	54 55	1	4	1	全部	全 部		全部	i m n t + i n t	
160	Loudi	all	dzuĩ¹³ bu¹¹	dzwĩ¹³+bu¹¹	dz w ĩ ¹³ + b u ¹¹	dz u ĩ ∼ ¹³ + b u ¹¹	complete/全 part/部	A N	54 55	1	4	1	全部	全 部		全部	i m n t + i n t	
161	Nanchang	all	tɕʰyon²⁴ pu⁰	tɕʰɥon²⁴+pu⁰	tɕʰ ɥ o n ²⁴ + p u ⁰	tɕʰ y o n ²⁴ + p u ⁰	complete/全 part/部	A N	54 55	1	4	1	全部	全 部		全部	i m n c t + i n t	
162	Meixian	all	tɕʰien¹¹ pʰu⁵³	tɕʰjen¹¹+pʰu⁵³	tɕʰ j e n ¹¹ + pʰ u ⁵³	tɕʰ i e n ¹¹ + pʰ u ⁵³	complete/全 part/部	A N	54 55	1	4	1	全部	全 部		全部	i m n c t + i n t	
163	Guilin	all	tɕyã²² pu²¹	tɕɥã²²+pu²¹	tɕ ɥ ã ²² + p u ²¹	tɕ y ã ∼ ²² + p u ²¹	complete/全 part/部	A N	54 55	1	4	1	全部	全 部		全部	i m n t + i n t	
164	Guangzhou	all	tsʰyn²¹ pou²²	tsʰyn²¹+pou²²	tsʰ y n ²¹ + p ou ²²	tsʰ y n ²¹ + p o u ²²	complete/全 part/部	A N	54 55	1	4	1	全部	全 部		全部	i n c t + i n t	
165	Fuzhou	all	ko²¹²⁻²¹ louŋ⁵³⁻²¹ ŋa²⁴²	ko²¹²+louŋ⁵³+ŋa²⁴²	k o ²¹² + l ou ŋ ⁵³ + ŋ a ²⁴²	k o ²¹/²¹² + l o u ŋ ²¹/⁵³ + ŋ a ²⁴²	-piece:CLS/個 all/郎 _descend/下	A A V	56 467 58	3	5	2	個郎下	個 郎 下		全部	i n t + i n c t + i n t	囫囵下
166	Xiamen	all	tsuan²⁴⁻²² pɔ²²	tswan²⁴+pɔ²²	ts w a n ²⁴ + p ɔ ²²	ts u a n ²²/²⁴ + p ɔ ²²	complete/全 part/部	A N	54 55	1	4	1	全部	全 部		全部	i m n c t + i n t	
167	Beijing	hot	ʐɤ⁵¹	ʐɤ⁵¹	ʐ ɤ ⁵¹	ʐ ɤ ⁵¹	hot/熱	A	59	405	362	216	熱	熱		熱	i n t	
168	Ha_erbin	hot	ʐy⁵³	ʐy⁵³	ʐ y ⁵³	ʐ y ⁵³	hot/熱	A	59	405	362	216	熱	熱		熱	i n t	
169	Jinan	hot	ʐy³¹	ʐy³¹	ʐ y ³¹	ʐ y ³¹	hot/熱	A	59	405	362	216	熱	熱		熱	i n t	
170	Rongcheng	hot	iɛ²¹⁴	jɛ²¹⁴	j ɛ ²¹⁴	i ɛ ²¹⁴	hot/熱	A	59	405	362	216	熱	熱		熱	m n t	
171	Taiyuan	hot	zəʔ²	zəʔ²	z ə ʔ ²	z ə ʔ ²	hot/熱	A	59	405	362	216	熱	熱		熱	i n c t	
172	Xi_an	hot	ʐɤ²¹	ʐɤ²¹	ʐ ɤ ²¹	ʐ ɤ ²¹	hot/熱	A	59	405	362	216	熱	熱		熱	i n t	
173	Chengdu	hot	ze²¹	ze²¹	z e ²¹	z e ²¹	hot/熱	A	59	405	362	216	熱	熱		熱	i n t	
174	Nanjing	hot	ʐeʔ⁵	ʐeʔ⁵	ʐ e ʔ ⁵	ʐ e ʔ ⁵	hot/熱	A	59	405	362	216	熱	熱		熱	i n c t	
175	Jixi	hot	ȵiaʔ³²*	ɲjaʔ³²	ɲ j a ʔ ³²	ɲ i a ʔ ³²*/³²	hot/熱	A	59	405	362	216	熱	熱		熱	i m n c t	
176	Suzhou	hot	ȵiɛʔ²³*	ɲjɛʔ²³	ɲ j ɛ ʔ ²³	ɲ i ɛ ʔ ²³*/²³	hot/熱	A	59	405	362	216	熱	熱		熱	i m n c t	
177	Wenzhou	hot	ȵi²¹	ɲi²¹	ɲ i ²¹	ɲ i ²¹	hot/熱	A	59	405	362	216	熱	熱		熱	i n t	
178	Changsha	hot	ye²⁴	ɥe²⁴	ɥ e ²⁴	y e ²⁴	hot/熱	A	59	405	362	216	熱	熱		熱	m n t	
179	Loudi	hot	ie¹³	je¹³	j e ¹³	i e ¹³	hot/熱	A	59	405	362	216	熱	熱		熱	m n t	
180	Nanchang	hot	lɛt⁵	lɛt⁵	l ɛ t ⁵	l ɛ t ⁵	hot/熱	A	59	405	362	216	熱	熱		熱	i n c t	
181	Meixian	hot	sau³³	sau³³	s au ³³	s a u ³³	hot/熱	A	59	405	362	216	熱	熱		熱	i n t	
182	Guilin	hot	lie⁵⁵	lje⁵⁵	l j e ⁵⁵	l i e ⁵⁵	hot/熱	A	59	405	362	216	熱	熱		熱	i m n t	
183	Guangzhou	hot	it²	it²	i t ²	i t ²	hot/熱	A	59	405	362	216	熱	熱		熱	n c t	
184	Fuzhou	hot	ieʔ⁵	jeʔ⁵	j e ʔ ⁵	i e ʔ ⁵	hot/熱	A	59	405	362	216	熱	熱		熱	m n c t	
185	Xiamen	hot	liat⁵	ljat⁵	l j a t ⁵	l i a t ⁵	hot/熱	A	59	405	362	216	熱	熱		熱	i m n c t	
186	Beijing	person	ʐən³⁵	ʐən³⁵	ʐ ə n ³⁵	ʐ ə n ³⁵	person/人	N	38	677	582	303	人	人		人	i n c t	
187	Ha_erbin	person	in²⁴	in²⁴	i n ²⁴	i n ²⁴	person/人	N	38	677	582	303	人	人		人	n c t	
188	Jinan	person	ʐẽ⁵³	ʐẽ⁵³	ʐ ẽ ⁵³	ʐ ẽ ∼ ⁵³	person/人	N	38	677	582	303	人	人		人	i n t	
189	Rongcheng	person	in⁵²	in⁵²	i n ⁵²	i n ⁵²	person/人	N	38	677	582	303	人	人		人	n c t	
190	Taiyuan	person	zəŋ²¹	zəŋ²¹	z ə ŋ ²¹	z ə ŋ ²¹	person/人	N	38	677	582	303	人	人		人	i n c t	
191	Xi_an	person	ʐẽ²⁴	ʐẽ²⁴	ʐ ẽ ²⁴	ʐ ẽ ∼ ²⁴	person/人	N	38	677	582	303	人	人		人	i n t	
192	Chengdu	person	zən²¹	zən²¹	z ə n ²¹	z ə n ²¹	person/人	N	38	677	582	303	人	人		人	i n c t	
193	Nanjing	person	ʐɛn¹³	ʐɛn¹³	ʐ ɛ n ¹³	ʐ ɛ n ¹³	person/人	N	38	677	582	303	人	人		人	i n c t	
194	Jixi	person	iɑ̃⁴⁴	jɑ̃⁴⁴	j ɑ̃ ⁴⁴	i ɑ̃ ∼ ⁴⁴	person/人	N	38	677	582	303	人	人		人	m n t	
195	Suzhou	person	ȵin¹³	ɲin¹³	ɲ i n ¹³	ɲ i n ¹³	person/人	N	38	677	582	303	人	人		人	i n c t	
196	Wenzhou	person	naŋ³⁴¹	naŋ³⁴¹	n a ŋ ³⁴¹	n a ŋ ³⁴¹	person/人	N	38	677	582	303	人	人		人	i n c t	
197	Changsha	person	ʐən¹³	ʐən¹³	ʐ ə n ¹³	ʐ ə n ¹³	person/人	N	38	677	582	303	人	人		人	i n c t	
198	Loudi	person	nin¹³	nin¹³	n i n ¹³	n i n ¹³	person/人	N	38	677	582	303	人	人		人	i n c t	
199	Nanchang	person	lɨn⁴⁵	lɨn⁴⁵	l ɨ n ⁴⁵	l ɨ n ⁴⁵	person/人	N	38	677	582	303	人	人		人	i n c t	
200	Meixian	person	ŋin¹¹	ŋin¹¹	ŋ i n ¹¹	ŋ i n ¹¹	person/人	N	38	677	582	303	人	人		人	i n c t	
201	Guilin	person	liŋ²²	liŋ²²	l i ŋ ²²	l i ŋ ²²	person/人	N	38	677	582	303	人	人		人	i n c t	
202	Guangzhou	person	iɐn²¹	jɐn²¹	j ɐ n ²¹	i ɐ n ²¹	person/人	N	38	677	582	303	人	人		人	i n c t	
203	Fuzhou	person	nøyŋ⁵³	nøyŋ⁵³	n øy ŋ ⁵³	n ø y ŋ ⁵³	person/人	N	38	677	582	303	人	人		人	i n c t	
204	Xiamen	person	laŋ²⁴	laŋ²⁴	l a ŋ ²⁴	l a ŋ ²⁴	person/人	N	38	677	582	303	人	人		人	i n c t	
205	Beijing	throw	ʐəŋ⁵⁵	ʐəŋ⁵⁵	ʐ ə ŋ ⁵⁵	ʐ ə ŋ ⁵⁵	throw/仍	V	60	963	836	465	仍	仍		扔	i n c t	
206	Ha_erbin	throw	ʐəŋ⁴⁴	ʐəŋ⁴⁴	ʐ ə ŋ ⁴⁴	ʐ ə ŋ ⁴⁴	throw/仍	V	60	963	836	465	仍	仍		扔	i n c t	
207	Jinan	throw	ləŋ²¹⁴	ləŋ²¹⁴	l ə ŋ ²¹⁴	l ə ŋ ²¹⁴	throw/仍	V	60	963	836	465	仍	仍		扔	i n c t	
208	Rongcheng	throw	liau³³⁴	ljau³³⁴	l j au ³³⁴	l i a u ³³⁴	throw/撂	V	61	965	837	468	撂	撂		扔	i m n t	
209	Taiyuan	throw	zəŋ⁵³	zəŋ⁵³	z ə ŋ ⁵³	z ə ŋ ⁵³	throw/仍	V	60	963	836	465	仍	仍		扔	i n c t	
210	Xi_an	throw	liɑu⁴⁴	ljɑu⁴⁴	l j ɑu ⁴⁴	l i ɑ u ⁴⁴	throw/撂	V	61	965	837	468	撂	撂		扔	i m n t	
211	Chengdu	throw	zən⁴⁵	zən⁴⁵	z ə n ⁴⁵	z ə n ⁴⁵	throw/仍	V	60	963	836	465	仍	仍		扔	i n c t	
212	Chengdu	throw	suai⁵³	swai⁵³	s w ai ⁵³	s u a i ⁵³	throw/甩	V	62	967	838	472	甩	甩		扔	i m n t	
213	Nanjing	throw	suə³¹	swə³¹	s w ə ³¹	s u ə ³¹	throw/摔	V	63	970	839	469	摔	摔		扔	i m n t	
214	Jixi	throw	pʰɤ⁵⁵	pʰɤ⁵⁵	pʰ ɤ ⁵⁵	pʰ ɤ ⁵⁵	throw/拋	V	64	969	840	467	拋	拋		扔	i n t	
215	Suzhou	throw	toʔ⁴	toʔ⁴	t o ʔ ⁴	t o ʔ ⁴	throw/?	V	65	966	841	470	?to?	?		扔	i n c t	
216	Wenzhou	throw	ga²²	ga²²	g a ²²	g a ²²	throw/掼	V	68	973	842	471	掼	掼		扔	i n t	
217	Changsha	throw	ʐən¹³	ʐən¹³	ʐ ə n ¹³	ʐ ə n ¹³	throw/仍	V	60	963	836	465	仍	仍		扔	i n c t	
218	Changsha	throw	ɕuai⁴¹	ɕwai⁴¹	ɕ w ai ⁴¹	ɕ u a i ⁴¹	throw/甩	V	62	967	838	472	甩	甩		扔	i m n t	
219	Loudi	throw	liɤ¹¹	ljɤ¹¹	l j ɤ ¹¹	l i ɤ ¹¹	throw/撂	V	61	965	837	468	撂	撂		扔	i m n t	
220	Loudi	throw	iɔ³⁵	jɔ³⁵	j ɔ ³⁵	i ɔ ³⁵	throw/?	V	765	968	53	473	囗	囗		扔	m n t	
221	Nanchang	throw	lɨn²¹	lɨn²¹	l ɨ n ²¹	l ɨ n ²¹	throw/仍	V	60	963	836	465	仍	仍		扔	i n c t	
222	Nanchang	throw	tiu⁴²	tju⁴²	t j u ⁴²	t i u ⁴²	drow/丟	V	69	964	843	466	丟	丟		扔	i m n t	
223	Meixian	throw	tiu³³	tju³³	t j u ³³	t i u ³³	drow/丟	V	69	964	843	466	丟	丟		扔	i m n t	
224	Guilin	throw	tiou⁴²	tjou⁴²	t j ou ⁴²	t i o u ⁴²	drow/丟	V	69	964	843	466	丟	丟		扔	i m n t	
225	Guangzhou	throw	tiu⁵⁵	tju⁵⁵	t j u ⁵⁵	t i u ⁵⁵	drow/丟	V	69	964	843	466	丟	丟		扔	i m n t	
226	Fuzhou	throw	lieu⁵⁵	ljeu⁵⁵	l j eu ⁵⁵	l i e u ⁵⁵	drow/丟	V	69	964	843	466	丟	丟		扔	i m n t	
227	Fuzhou	throw	kœʔ⁵	kœʔ⁵	k œ ʔ ⁵	k œ ʔ ⁵	throw/?	V	764	968	53	473	囗	囗		扔	i n c t	抾
228	Fuzhou	throw	kʰœ³²	kʰœ³²	kʰ œ ³²	kʰ œ ³²	throw/抾	V	70	974	844	474	抾	抾		扔	i n t	
229	Xiamen	throw	liŋ⁵⁵	liŋ⁵⁵	l i ŋ ⁵⁵	l i ŋ ⁵⁵	throw/仍	V	60	963	836	465	仍	仍		扔	i n c t	
230	Beijing	white	pɛ³⁵	pɛ³⁵	p ɛ ³⁵	p ɛ ³⁵	white/白	A	71	1076	926	515	白	白		白	i n t	This word can also be a noun. But it is a adj. in this lexical data
231	Ha_erbin	white	pai²⁴	pai²⁴	p ai ²⁴	p a i ²⁴	white/白	A	71	1076	926	515	白	白		白	i n t	
232	Jinan	white	pei⁵³	pei⁵³	p ei ⁵³	p e i ⁵³	white/白	A	71	1076	926	515	白	白		白	i n t	
233	Rongcheng	white	pɛ³³⁴	pɛ³³⁴	p ɛ ³³⁴	p ɛ ³³⁴	white/白	A	71	1076	926	515	白	白		白	i n t	
234	Taiyuan	white	pai²¹	pai²¹	p ai ²¹	p a i ²¹	white/白	A	71	1076	926	515	白～	白		白	i n t	
235	Taiyuan	white	piə⁵⁴*	pjə⁵⁴	p j ə ⁵⁴	p i ə ⁵⁴*/⁵⁴	white/白	A	71	1076	926	515	白～	白		白	i m n t	
236	Xi_an	white	pei²⁴	pei²⁴	p ei ²⁴	p e i ²⁴	white/白	A	71	1076	926	515	白	白		白	i n t	
237	Chengdu	white	pe²¹	pe²¹	p e ²¹	p e ²¹	white/白	A	71	1076	926	515	白	白		白	i n t	
238	Nanjing	white	pəʔ⁵	pəʔ⁵	p ə ʔ ⁵	p ə ʔ ⁵	white/白	A	71	1076	926	515	白	白		白	i n c t	
239	Jixi	white	pʰaʔ³²*	pʰaʔ³²	pʰ a ʔ ³²	pʰ a ʔ ³²*/³²	white/白	A	71	1076	926	515	白	白		白	i n c t	
240	Suzhou	white	bɑʔ²³*	bɑʔ²³	b ɑ ʔ ²³	b ɑ ʔ ²³*/²³	white/白	A	71	1076	926	515	白	白		白	i n c t	
241	Wenzhou	white	ba²¹	ba²¹	b a ²¹	b a ²¹	white/白	A	71	1076	926	515	白	白		白	i n t	
242	Changsha	white	pə²⁴	pə²⁴	p ə ²⁴	p ə ²⁴	white/白	A	71	1076	926	515	白	白		白	i n t	
243	Loudi	white	pʰɔ³⁵	pʰɔ³⁵	pʰ ɔ ³⁵	pʰ ɔ ³⁵	white/白	A	71	1076	926	515	白	白		白	i n t	
244	Nanchang	white	pʰaʔ⁵	pʰaʔ⁵	pʰ a ʔ ⁵	pʰ a ʔ ⁵	white/白	A	71	1076	926	515	白	白		白	i n c t	
245	Meixian	white	pʰak⁵	pʰak⁵	pʰ a k ⁵	pʰ a k ⁵	white/白	A	71	1076	926	515	白	白		白	i n c t	
246	Guilin	white	piᴀ²²	pja̠²²	p j a̠ ²²	p i a̠ ²²	white/白	A	71	1076	926	515	白	白		白	i m n t	
247	Guangzhou	white	pak²	pak²	p a k ²	p a k ²	white/白	A	71	1076	926	515	白	白		白	i n c t	
248	Fuzhou	white	paʔ⁵	paʔ⁵	p a ʔ ⁵	p a ʔ ⁵	white/白	A	71	1076	926	515	白	白		白	i n c t	
249	Xiamen	white	peʔ⁵	peʔ⁵	p e ʔ ⁵	p e ʔ ⁵	white/白	A	71	1076	926	515	白	白		白	i n c t	
250	Beijing	back	pei⁵¹	pei⁵¹	p ei ⁵¹	p e i ⁵¹	back:N/背	N	72	20	17	13	背	背		背	i n t	
251	Ha_erbin	back	pei⁵³	pei⁵³	p ei ⁵³	p e i ⁵³	back:N/背	N	72	20	17	13	背	背		背	i n t	
252	Jinan	back	pei³¹	pei³¹	p ei ³¹	p e i ³¹	back:N/背	N	72	20	17	13	背	背		背	i n t	
253	Rongcheng	back	pei⁵²	pei⁵²	p ei ⁵²	p e i ⁵²	back:N/背	N	72	20	17	13	背	背		背	i n t	
254	Taiyuan	back	pei⁴⁵	pei⁴⁵	p ei ⁴⁵	p e i ⁴⁵	back:N/背	N	72	20	17	13	背	背		背	i n t	
255	Xi_an	back	tɕi²¹ pei²⁴	tɕi²¹+pei²⁴	tɕ i ²¹ + p ei ²⁴	tɕ i ²¹ + p e i ²⁴	_back:N/脊 back:N/背	N N	73 72	20	18	13	脊背	脊 背		背	i n t + i n t	
256	Xi_an	back	pei²⁴	pei²⁴	p ei ²⁴	p e i ²⁴	back:N/背	N	72	20	17	13	背	背		背	i n t	
