# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	MORPHEMES	COMPOUNDS	COGIDS	AUTOID	STRICTID	LOOSEID	CHARACTERS_IS	CHARACTERS	LEXEME_NOTE	CONCEPT_CHINESE	STRUCTURE	NOTE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES
2632	Fuzhou	sing	tsʰ w o ŋ ²¹²	sing/唱	V	539	783	617	339	唱	唱		唱	i m n c t		2 6 7 4 8	ACXLT	CWUN6	4	4.C.C 4.W.C 4.U.V 4.N.c 4.6.T	1.6 1.2 3.0 1.1 1.0	tsʰwoŋ²¹²	0
2633	Xiamen	sing	tsʰ j ũ ²¹	sing/唱	V	539	783	617	339	唱	唱		唱	i m n t		2 6 7 8	ACXT	CJY3	19	19.C.C 19.J.C 19.Y.V 19.3.T	1.6 1.2 3.0 1.0	tsʰjũ²¹	0
#
2576	Beijing	sit	ts w o ⁵¹	sit/坐	V	536	784	618	340	坐	坐		坐	i m n t		2 6 7 8	ACXT	CWU3	1	1.C.C 1.W.C 1.U.V 1.3.T	1.6 1.2 3.0 1.0	tswo⁵¹	0
2577	Ha_erbin	sit	ts w o ⁵³	sit/坐	V	536	784	618	340	坐	坐		坐	i m n t		2 6 7 8	ACXT	CWU3	7	7.C.C 7.W.C 7.U.V 7.3.T	1.6 1.2 3.0 1.0	tswo⁵³	0
2578	Jinan	sit	ts w ɤ ³¹	sit/坐	V	536	784	618	340	坐	坐		坐	i m n t		2 6 7 8	ACXT	CWE3	8	8.C.C 8.W.C 8.E.V 8.3.T	1.6 1.2 3.0 1.0	tswɤ³¹	0
2579	Rongcheng	sit	ts w ɔ ³³⁴	sit/坐	V	536	784	618	340	坐	坐		坐	i m n t		2 6 7 8	ACXT	CWU6	14	14.C.C 14.W.C 14.U.V 14.6.T	1.6 1.2 3.0 1.0	tswɔ³³⁴	0
2580	Taiyuan	sit	ts w ɤ ⁴⁵	sit/坐	V	536	784	618	340	坐	坐		坐	i m n t		2 6 7 8	ACXT	CWE2	16	16.C.C 16.W.C 16.E.V 16.2.T	1.6 1.2 3.0 1.0	tswɤ⁴⁵	0
2581	Xi_an	sit	ts w o ⁴⁴	sit/坐	V	536	784	618	340	坐	坐		坐	i m n t		2 6 7 8	ACXT	CWU5	18	18.C.C 18.W.C 18.U.V 18.5.T	1.6 1.2 3.0 1.0	tswo⁴⁴	0
2582	Chengdu	sit	ts o ²¹³	sit/坐	V	536	784	618	340	坐	坐		坐	i n t		2 7 8	AXT	CU6	3	3.C.C 3.U.V 3.6.T	1.6 3.0 1.0	tso²¹³	0
2583	Nanjing	sit	ts o ⁴⁴	sit/坐	V	536	784	618	340	坐	坐		坐	i n t		2 7 8	AXT	CU5	13	13.C.C 13.U.V 13.5.T	1.6 3.0 1.0	tso⁴⁴	0
2584	Jixi	sit	kʰ w i ²¹³	kneel/跪	V	537	785	619	341	跪	跪		坐	i m n t		1 6 7 8	ACXT	KWI6	9	9.K.C 9.W.C 9.I.V 9.6.T	1.6 1.2 3.0 1.0	kʰwi²¹³	0
2585	Suzhou	sit	z əu ²³¹	sit/坐	V	536	784	618	340	坐	坐		坐	i n t		3 7 8	AXT	SE6	15	15.S.C 15.E.V 15.6.T	1.6 3.0 1.0	zəu²³¹	0
2586	Wenzhou	sit	z o ²⁴	sit/坐	V	536	784	618	340	坐	坐		坐	i n t		3 7 8	AXT	SU2	17	17.S.C 17.U.V 17.2.T	1.6 3.0 1.0	zo²⁴	0
2587	Changsha	sit	ts o ¹¹	sit/坐	V	536	784	618	340	坐	坐		坐	i n t		2 7 8	AXT	CU1	2	2.C.C 2.U.V 2.1.T	1.6 3.0 1.0	tso¹¹	0
2588	Loudi	sit	tsʰ o ¹¹	sit/坐	V	536	784	618	340	坐	坐		坐	i n t		2 7 8	AXT	CU1	10	10.C.C 10.U.V 10.1.T	1.6 3.0 1.0	tsʰo¹¹	0
2589	Nanchang	sit	tsʰ o ²¹	sit/坐	V	536	784	618	340	坐	坐		坐	i n t		2 7 8	AXT	CU3	12	12.C.C 12.U.V 12.3.T	1.6 3.0 1.0	tsʰo²¹	0
2590	Meixian	sit	tsʰ o ³³	sit/坐	V	536	784	618	340	坐	坐		坐	i n t		2 7 8	AXT	CU4	11	11.C.C 11.U.V 11.4.T	1.6 3.0 1.0	tsʰo³³	0
2591	Guilin	sit	ts w o ²³	sit/坐	V	536	784	618	340	坐	坐		坐	i m n t		2 6 7 8	ACXT	CWU2	6	6.C.C 6.W.C 6.U.V 6.2.T	1.6 1.2 3.0 1.0	tswo²³	0
2592	Guangzhou	sit	tsʰ ɔ ²²	sit/坐	V	536	784	618	340	坐	坐		坐	i n t		2 7 8	AXT	CU1	5	5.C.C 5.U.V 5.1.T	1.6 3.0 1.0	tsʰɔ²²	0
2593	Fuzhou	sit	s ɔy ²⁴²	sit/坐	V	536	784	618	340	坐	坐		坐	i n t		3 7 8	AXT	SU6	4	4.S.C 4.U.V 4.6.T	1.6 3.0 1.0	sɔy²⁴²	0
2594	Xiamen	sit	ts e ²²	sit/坐	V	536	784	618	340	坐	坐		坐	i n t		2 7 8	AXT	CE1	19	19.C.C 19.E.V 19.1.T	1.6 3.0 1.0	tse²²	0
#
47	Beijing	skin	pʰ i ³⁵ + f u ⁰	skin/皮 skin/膚	N N	16 17	786	620	342	皮膚	皮 膚		皮膚	i n t + i n t		1 7 8 9 3 7 8	AXT_AXT	PI2_BY6	1	1.P.C 1.I.V 1.2.T 1._._ 1.B.C 1.Y.V 1.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	pʰi³⁵+fu⁰	0
48	Ha_erbin	skin	ʐ ou ⁵³ + pʰ j ə ²⁴	flesh/肉 skin/皮	N N	18 16	786	621	342	肉皮兒	肉 皮		皮膚	i n t + i m n t		3 7 8 9 1 6 7 8	AXT_ACXT	SU3_PJE2	7	7.S.C 7.U.V 7.3.T 7._._ 7.P.C 7.J.C 7.E.V 7.2.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	ʐou⁵³+pʰjə²⁴	0
49	Jinan	skin	pʰ i ⁵³ + f u ²¹⁴	skin/皮 skin/膚	N N	16 17	786	620	342	皮膚	皮 膚		皮膚	i n t + i n t		1 7 8 9 3 7 8	AXT_AXT	PI3_BY6	8	8.P.C 8.I.V 8.3.T 8._._ 8.B.C 8.Y.V 8.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	pʰi⁵³+fu²¹⁴	0
50	Rongcheng	skin	pʰ i ³⁵ + f u ⁵²	skin/皮 skin/膚	N N	16 17	786	620	342	皮膚	皮 膚		皮膚	i n t + i n t		1 7 8 9 3 7 8	AXT_AXT	PI2_BY3	14	14.P.C 14.I.V 14.2.T 14._._ 14.B.C 14.Y.V 14.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	pʰi³⁵+fu⁵²	0
51	Taiyuan	skin	pʰ i ²¹ + f u ²¹	skin/皮 skin/膚	N N	16 17	786	620	342	皮膚	皮 膚		皮膚	i n t + i n t		1 7 8 9 3 7 8	AXT_AXT	PI3_BY3	16	16.P.C 16.I.V 16.3.T 16._._ 16.B.C 16.Y.V 16.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	pʰi²¹+fu²¹	0
52	Xi_an	skin	pʰ i ²⁴	skin/皮	N	16	786	622	342	皮	皮		皮膚	i n t		1 7 8	AXT	PI2	18	18.P.C 18.I.V 18.2.T	1.6 3.0 1.0	pʰi²⁴	0
53	Chengdu	skin	pʰ i ²¹ + pʰ i ²¹	skin/皮 skin:RED/皮	N N2	16 801	786	623	342	皮皮	皮 皮		皮膚	i n t + i n t		1 7 8 9 1 7 8	AXT_AXT	PI3_PI3	3	3.P.C 3.I.V 3.3.T 3._._ 3.P.C 3.I.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	pʰi²¹+pʰi²¹	0
55	Nanjing	skin	pʰ i ¹³ + f u ³¹	skin/皮 skin/膚	N N	16 17	786	620	342	皮膚	皮 膚		皮膚	i n t + i n t		1 7 8 9 3 7 8	AXT_AXT	PI2_BY3	13	13.P.C 13.I.V 13.2.T 13._._ 13.B.C 13.Y.V 13.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	pʰi¹³+fu³¹	0
56	Jixi	skin	pʰ ɿ ⁴⁴	skin/皮	N	16	786	622	342	皮	皮		皮膚	i n t		1 7 8	AXT	PI5	9	9.P.C 9.I.V 9.5.T	1.6 3.0 1.0	pʰɿ⁴⁴	0
57	Suzhou	skin	b i ¹³ + f u ⁴⁴	skin/皮 _skin/膚	N N	16 17	786	620	342	皮膚	皮 膚		皮膚	i n t + i n t		1 7 8 9 3 7 8	AXT_AXT	PI2_BY5	15	15.P.C 15.I.V 15.2.T 15._._ 15.B.C 15.Y.V 15.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	bi¹³+fu⁴⁴	0
58	Wenzhou	skin	b ei ³⁴¹ + f u ⁴⁴	skin/皮 skin/膚	N N	16 17	786	620	342	皮膚	皮 膚		皮膚	i n t + i n t		1 7 8 9 3 7 8	AXT_AXT	PE6_BY5	17	17.P.C 17.E.V 17.6.T 17._._ 17.B.C 17.Y.V 17.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	bei³⁴¹+fu⁴⁴	0
59	Changsha	skin	p i ¹³ + f u ³³	skin/皮 skin/膚	N N	16 17	786	620	342	皮膚	皮 膚		皮膚	i n t + i n t		1 7 8 9 3 7 8	AXT_AXT	PI2_BY4	2	2.P.C 2.I.V 2.2.T 2._._ 2.B.C 2.Y.V 2.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	pi¹³+fu³³	0
60	Loudi	skin	pʰ i ¹³	skin/皮	N	16	786	622	342	皮	皮		皮膚	i n t		1 7 8	AXT	PI2	10	10.P.C 10.I.V 10.2.T	1.6 3.0 1.0	pʰi¹³	0
61	Nanchang	skin	pʰ i ²⁴ + f u ⁰	skin/皮 skin/膚	N N	16 17	786	620	342	皮膚	皮 膚		皮膚	i n t + i n t		1 7 8 9 3 7 8	AXT_AXT	PI2_BY6	12	12.P.C 12.I.V 12.2.T 12._._ 12.B.C 12.Y.V 12.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	pʰi²⁴+fu⁰	0
62	Meixian	skin	pʰ i ¹¹	skin/皮	N	16	786	622	342	皮	皮		皮膚	i n t		1 7 8	AXT	PI1	11	11.P.C 11.I.V 11.1.T	1.6 3.0 1.0	pʰi¹¹	0
63	Guilin	skin	p i ²² + f u ⁴²	skin/皮 skin/膚	N N	16 17	786	620	342	皮膚	皮 膚		皮膚	i n t + i n t		1 7 8 9 3 7 8	AXT_AXT	PI1_BY3	6	6.P.C 6.I.V 6.1.T 6._._ 6.B.C 6.Y.V 6.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	pi²²+fu⁴²	0
64	Guangzhou	skin	pʰ ei ²¹ + f u ⁵³	skin/皮 skin/膚	N N	16 17	786	620	342	皮膚	皮 膚		皮膚	i n t + i n t		1 7 8 9 3 7 8	AXT_AXT	PE3_BY3	5	5.P.C 5.E.V 5.3.T 5._._ 5.B.C 5.Y.V 5.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	pʰei²¹+fu⁵³	0
66	Fuzhou	skin	pʰ w oi ⁵³	skin/皮	N	16	786	622	342	皮	皮		皮膚	i m n t		1 6 7 8	ACXT	PWU3	4	4.P.C 4.W.C 4.U.V 4.3.T	1.6 1.2 3.0 1.0	pʰwoi⁵³	0
67	Xiamen	skin	pʰ e ²¹	skin/皮	N	16	786	622	342	皮	皮		皮膚	i n t		1 7 8	AXT	PE3	19	19.P.C 19.E.V 19.3.T	1.6 3.0 1.0	pʰe²¹	0
#
1185	Beijing	sky	tʰ j ɛ n ⁵⁵ + kʰ u ŋ ⁵⁵	sky.day/天 space/空	N N	247 248	790	624	343	天空	天 空		天空	i m n c t + i n c t		1 6 7 4 8 9 1 7 4 8	ACXLT_AXLT	TJEN5_KYN5	1	1.T.C 1.J.C 1.E.V 1.N.c 1.5.T 1._._ 1.K.C 1.Y.V 1.N.c 1.5.T	1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	tʰjɛn⁵⁵+kʰuŋ⁵⁵	0
1187	Ha_erbin	sky	tʰ j a n ⁴⁴ + ʂ a ŋ ⁰	sky.day/天 top/上	N N	247 249	790	625	343	天上	天 上		天空	i m n c t + i n c t		1 6 7 4 8 9 3 7 4 8	ACXLT_AXLT	TJAN5_SAN6	7	7.T.C 7.J.C 7.A.V 7.N.c 7.5.T 7._._ 7.S.C 7.A.V 7.N.c 7.6.T	1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	tʰjan⁴⁴+ʂaŋ⁰	0
1188	Jinan	sky	tʰ j æ̃ ²¹⁴ + kʰ u ŋ ³¹	sky.day/天 space/空	N N	247 248	790	624	343	天空	天 空		天空	i m n t + i n c t		1 6 7 8 9 1 7 4 8	ACXT_AXLT	TJE6_KYN3	8	8.T.C 8.J.C 8.E.V 8.6.T 8._._ 8.K.C 8.Y.V 8.N.c 8.3.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tʰjæ̃²¹⁴+kʰuŋ³¹	0
1189	Rongcheng	sky	tʰ j ɐ n ⁵² + kʰ o ŋ ³³⁴	sky.day/天 space/空	N N	247 248	790	624	343	天空	天 空		天空	i m n c t + i n c t		1 6 7 4 8 9 1 7 4 8	ACXLT_AXLT	TJEN3_KUN6	14	14.T.C 14.J.C 14.E.V 14.N.c 14.3.T 14._._ 14.K.C 14.U.V 14.N.c 14.6.T	1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	tʰjɐn⁵²+kʰoŋ³³⁴	0
1190	Taiyuan	sky	tʰ j e ²¹ + s ɒ̃ ⁴⁵	sky.day/天 top/上	N N	247 249	790	625	343	天上	天 上		天空	i m n t + i n t		1 6 7 8 9 3 7 8	ACXT_AXT	TJE3_SO2	16	16.T.C 16.J.C 16.E.V 16.3.T 16._._ 16.S.C 16.O.V 16.2.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	tʰje²¹+sɒ̃⁴⁵	0
1191	Xi_an	sky	tʰ j æ̃ ²¹ + kʰ u ŋ ²¹	sky.day/天 space/空	N N	247 248	790	624	343	天空	天 空		天空	i m n t + i n c t		1 6 7 8 9 1 7 4 8	ACXT_AXLT	TJE3_KYN3	18	18.T.C 18.J.C 18.E.V 18.3.T 18._._ 18.K.C 18.Y.V 18.N.c 18.3.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tʰjæ̃²¹+kʰuŋ²¹	0
1192	Chengdu	sky	tʰ j ɛ n ⁴⁵ + s a ŋ ²¹³	sky.day/天 top/上	N N	247 249	790	625	343	天上	天 上		天空	i m n c t + i n c t		1 6 7 4 8 9 3 7 4 8	ACXLT_AXLT	TJEN2_SAN6	3	3.T.C 3.J.C 3.E.V 3.N.c 3.2.T 3._._ 3.S.C 3.A.V 3.N.c 3.6.T	1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	tʰjɛn⁴⁵+saŋ²¹³	0
1193	Nanjing	sky	tʰ j e n ³¹ + kʰ o ŋ ³¹	sky.day/天 space/空	N N	247 248	790	624	343	天空	天 空		天空	i m n c t + i n c t		1 6 7 4 8 9 1 7 4 8	ACXLT_AXLT	TJEN3_KUN3	13	13.T.C 13.J.C 13.E.V 13.N.c 13.3.T 13._._ 13.K.C 13.U.V 13.N.c 13.3.T	1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	tʰjen³¹+kʰoŋ³¹	0
1194	Jixi	sky	tʰ ẽ ⁵⁵ + kʰ w ɑ̃ ⁵⁵	sky.day/天 space/空	N N	247 248	790	624	343	天空	天 空		天空	i n t + i m n t		1 7 8 9 1 6 7 8	AXT_ACXT	TE5_KWA5	9	9.T.C 9.E.V 9.5.T 9._._ 9.K.C 9.W.C 9.A.V 9.5.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	tʰẽ⁵⁵+kʰwɑ̃⁵⁵	0
1196	Suzhou	sky	tʰ j ɪ ⁴¹ + l æ ²³¹ + ɦ j ɑ ¹³	sky.day/天 old/老 father/爺	N A N	247 27 242	790	626	343	天老爺	天 老 爺		天空	i m n t + i n t + i m n t		1 6 7 8 9 5 7 8 9 3 6 7 8	ACXT_AXT_ACXT	TJI3_LE6_HJA2	15	15.T.C 15.J.C 15.I.V 15.3.T 15._._ 15.L.C 15.E.V 15.6.T 15._._ 15.H.C 15.J.C 15.A.V 15.2.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	tʰjɪ⁴¹+læ²³¹+ɦjɑ¹³	0
1197	Wenzhou	sky	tʰ i ⁴⁴ + l ei ⁴⁴	sky.day/天 inside/里	N N	247 52	790	627	343	天里	天 里		天空	i n t + i n t		1 7 8 9 5 7 8	AXT_AXT	TI5_LE5	17	17.T.C 17.I.V 17.5.T 17._._ 17.L.C 17.E.V 17.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tʰi⁴⁴+lei⁴⁴	0
1198	Changsha	sky	tʰ j ẽ ³³ + kʰ ə n ³³	sky.day/天 space/空	N N	247 248	790	624	343	天空	天 空		天空	i m n t + i n c t		1 6 7 8 9 1 7 4 8	ACXT_AXLT	TJE4_KEN4	2	2.T.C 2.J.C 2.E.V 2.4.T 2._._ 2.K.C 2.E.V 2.N.c 2.4.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tʰjẽ³³+kʰən³³	0
1199	Loudi	sky	tʰ j æ ⁴⁴	sky.day/天	N	247	790	122	343	天	天		天空	i m n t		1 6 7 8	ACXT	TJE5	10	10.T.C 10.J.C 10.E.V 10.5.T	1.6 1.2 3.0 1.0	tʰjæ⁴⁴	1
1200	Nanchang	sky	tʰ j ɛ n ⁴² + k u ŋ ⁴²	sky.day/天 space/空	N N	247 248	790	624	343	天空	天 空		天空	i m n c t + i n c t		1 6 7 4 8 9 1 7 4 8	ACXLT_AXLT	TJEN3_KYN3	12	12.T.C 12.J.C 12.E.V 12.N.c 12.3.T 12._._ 12.K.C 12.Y.V 12.N.c 12.3.T	1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	tʰjɛn⁴²+kuŋ⁴²	0
1201	Meixian	sky	tʰ j e n ³³ + h o ŋ ⁵³	sky.day/天 top/上	N N	247 249	790	625	343	天上	天 上		天空	i m n c t + i n c t		1 6 7 4 8 9 3 7 4 8	ACXLT_AXLT	TJEN4_HUN3	11	11.T.C 11.J.C 11.E.V 11.N.c 11.4.T 11._._ 11.H.C 11.U.V 11.N.c 11.3.T	1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	tʰjen³³+hoŋ⁵³	0
1202	Guilin	sky	tʰ j ã ⁴² + kʰ ɤ n ⁴²	sky.day/天 space/空	N N	247 248	790	624	343	天空	天 空		天空	i m n t + i n c t		1 6 7 8 9 1 7 4 8	ACXT_AXLT	TJA3_KEN3	6	6.T.C 6.J.C 6.A.V 6.3.T 6._._ 6.K.C 6.E.V 6.N.c 6.3.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tʰjã⁴²+kʰɤn⁴²	0
1203	Guangzhou	sky	tʰ i n ⁵⁵ + h o ŋ ⁵³	sky.day/天 space/空	N N	247 248	790	624	343	天空	天 空		天空	i n c t + i n c t		1 7 4 8 9 3 7 4 8	AXLT_AXLT	TIN5_HUN3	5	5.T.C 5.I.V 5.N.c 5.5.T 5._._ 5.H.C 5.U.V 5.N.c 5.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	tʰin⁵⁵+hoŋ⁵³	0
1204	Fuzhou	sky	tʰ j e ŋ ⁵⁵ + n øy ŋ ⁵⁵	sky.day/天 :SUF/儂	N S	247 250	790	628	343	天中	天 中		天空	i m n c t + i n c t		1 6 7 4 8 9 4 7 4 8	ACXLT_AXLT	TJEN5_NUN5	4	4.T.C 4.J.C 4.E.V 4.N.c 4.5.T 4._._ 4.N.C 4.U.V 4.N.c 4.5.T	1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	tʰjeŋ⁵⁵+nøyŋ⁵⁵	0
1205	Xiamen	sky	tʰ j æ ⁵⁵ + t i ŋ ⁵³	sky.day/天 top/頂	N N	247 251	790	629	343	天頂	天 頂		天空	i m n t + i n c t		1 6 7 8 9 1 7 4 8	ACXT_AXLT	TJE5_TIN3	19	19.T.C 19.J.C 19.E.V 19.5.T 19._._ 19.T.C 19.I.V 19.N.c 19.3.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.1 1.0	tʰjæ⁵⁵+tiŋ⁵³	0
#
945	Beijing	sleep	ʂ w ei ⁵¹	sleep/睡	V	196	798	430	344	睡	睡		睡	i m n t		3 6 7 8	ACXT	SWE3	1	1.S.C 1.W.C 1.E.V 1.3.T	1.6 1.2 3.0 1.0	ʂwei⁵¹	0
946	Ha_erbin	sleep	ʂ w ei ⁵³	sleep/睡	V	196	798	430	344	睡	睡		睡	i m n t		3 6 7 8	ACXT	SWE3	7	7.S.C 7.W.C 7.E.V 7.3.T	1.6 1.2 3.0 1.0	ʂwei⁵³	0
947	Jinan	sleep	ʂ w ei ³¹	sleep/睡	V	196	798	430	344	睡	睡		睡	i m n t		3 6 7 8	ACXT	SWE3	8	8.S.C 8.W.C 8.E.V 8.3.T	1.6 1.2 3.0 1.0	ʂwei³¹	0
948	Rongcheng	sleep	ʂ w ei ³³⁴	sleep/睡	V	196	798	430	344	睡	睡		睡	i m n t		3 6 7 8	ACXT	SWE6	14	14.S.C 14.W.C 14.E.V 14.6.T	1.6 1.2 3.0 1.0	ʂwei³³⁴	0
949	Taiyuan	sleep	s w ei ⁴⁵	sleep/睡	V	196	798	430	344	睡	睡		睡	i m n t		3 6 7 8	ACXT	SWE2	16	16.S.C 16.W.C 16.E.V 16.2.T	1.6 1.2 3.0 1.0	swei⁴⁵	0
950	Xi_an	sleep	f ei ⁴⁴	sleep/睡	V	196	798	430	344	睡	睡		睡	i n t		3 7 8	AXT	BE5	18	18.B.C 18.E.V 18.5.T	1.6 3.0 1.0	fei⁴⁴	1
951	Chengdu	sleep	s w ei ²¹³	sleep/睡	V	196	798	430	344	睡	睡		睡	i m n t		3 6 7 8	ACXT	SWE6	3	3.S.C 3.W.C 3.E.V 3.6.T	1.6 1.2 3.0 1.0	swei²¹³	0
952	Nanjing	sleep	s w ei ⁴⁴	sleep/睡	V	196	798	430	344	睡	睡		睡	i m n t		3 6 7 8	ACXT	SWE5	13	13.S.C 13.W.C 13.E.V 13.5.T	1.6 1.2 3.0 1.0	swei⁴⁴	1
953	Jixi	sleep	kʰ w ɑ̃ ³⁵	sleep/睏	V	197	799	433	345	睏	睏		睡	i m n t		1 6 7 8	ACXT	KWA2	9	9.K.C 9.W.C 9.A.V 9.2.T	1.6 1.2 3.0 1.0	kʰwɑ̃³⁵	1
954	Suzhou	sleep	kʰ w ə n ⁴¹²	sleep/睏	V	197	799	433	345	睏	睏		睡	i m n c t		1 6 7 4 8	ACXLT	KWEN6	15	15.K.C 15.W.C 15.E.V 15.N.c 15.6.T	1.6 1.2 3.0 1.1 1.0	kʰwən⁴¹²	0
955	Wenzhou	sleep	kʰ y ⁵¹	sleep/睏	V	197	799	433	345	睏	睏		睡	i n t		1 7 8	AXT	KY3	17	17.K.C 17.Y.V 17.3.T	1.6 3.0 1.0	kʰy⁵¹	0
957	Changsha	sleep	kʰ w ə n ⁵⁵	sleep/睏	V	197	799	433	345	睏	睏		睡	i m n c t		1 6 7 4 8	ACXLT	KWEN5	2	2.K.C 2.W.C 2.E.V 2.N.c 2.5.T	1.6 1.2 3.0 1.1 1.0	kʰwən⁵⁵	0
958	Loudi	sleep	kʰ u n ³⁵	sleep/睏	V	197	799	433	345	睏	睏		睡	i n c t		1 7 4 8	AXLT	KYN2	10	10.K.C 10.Y.V 10.N.c 10.2.T	1.6 3.0 1.1 1.0	kʰun³⁵	1
959	Nanchang	sleep	kʰ u n ²¹³	sleep/睏	V	197	799	433	345	睏	睏		睡	i n c t		1 7 4 8	AXLT	KYN6	12	12.K.C 12.Y.V 12.N.c 12.6.T	1.6 3.0 1.1 1.0	kʰun²¹³	0
963	Fuzhou	sleep	kʰ ɔu ŋ ²¹²	sleep/睏	V	197	799	433	345	睏	睏		睡	i n c t		1 7 4 8	AXLT	KUN6	4	4.K.C 4.U.V 4.N.c 4.6.T	1.6 3.0 1.1 1.0	kʰɔuŋ²¹²	0
964	Xiamen	sleep	kʰ u n ²¹	sleep/睏	V	197	799	433	345	睏	睏		睡	i n c t		1 7 4 8	AXLT	KYN3	19	19.K.C 19.Y.V 19.N.c 19.3.T	1.6 3.0 1.1 1.0	kʰun²¹	0
#
1605	Beijing	small	ɕ j ɑu ²¹³	small/小	A	49	800	630	346	小	小		小	i m n t		3 6 7 8	ACXT	SJA6	1	1.S.C 1.J.C 1.A.V 1.6.T	1.6 1.2 3.0 1.0	ɕjɑu²¹³	0
1606	Ha_erbin	small	ɕ j au ²¹³	small/小	A	49	800	630	346	小	小		小	i m n t		3 6 7 8	ACXT	SJA6	7	7.S.C 7.J.C 7.A.V 7.6.T	1.6 1.2 3.0 1.0	ɕjau²¹³	0
1607	Jinan	small	ɕ j ɔ ⁴⁵	small/小	A	49	800	630	346	小	小		小	i m n t		3 6 7 8	ACXT	SJU2	8	8.S.C 8.J.C 8.U.V 8.2.T	1.6 1.2 3.0 1.0	ɕjɔ⁴⁵	0
1608	Rongcheng	small	s j au ²¹⁴	small/小	A	49	800	630	346	小	小		小	i m n t		3 6 7 8	ACXT	SJA6	14	14.S.C 14.J.C 14.A.V 14.6.T	1.6 1.2 3.0 1.0	sjau²¹⁴	0
1609	Taiyuan	small	ɕ j au ⁵³	small/小	A	49	800	630	346	小	小		小	i m n t		3 6 7 8	ACXT	SJA3	16	16.S.C 16.J.C 16.A.V 16.3.T	1.6 1.2 3.0 1.0	ɕjau⁵³	0
1610	Xi_an	small	ɕ j ɑu ⁵³	small/小	A	49	800	630	346	小	小		小	i m n t		3 6 7 8	ACXT	SJA3	18	18.S.C 18.J.C 18.A.V 18.3.T	1.6 1.2 3.0 1.0	ɕjɑu⁵³	0
1611	Chengdu	small	ɕ j au ⁵³	small/小	A	49	800	630	346	小	小		小	i m n t		3 6 7 8	ACXT	SJA3	3	3.S.C 3.J.C 3.A.V 3.3.T	1.6 1.2 3.0 1.0	ɕjau⁵³	0
1612	Nanjing	small	ɕ j ɔ ¹¹	small/小	A	49	800	630	346	小	小		小	i m n t		3 6 7 8	ACXT	SJU1	13	13.S.C 13.J.C 13.U.V 13.1.T	1.6 1.2 3.0 1.0	ɕjɔ¹¹	0
1613	Jixi	small	ɕ j e ²¹³	small/小	A	49	800	630	346	小	小		小	i m n t		3 6 7 8	ACXT	SJE6	9	9.S.C 9.J.C 9.E.V 9.6.T	1.6 1.2 3.0 1.0	ɕje²¹³	1
1614	Suzhou	small	s j æ ⁵²	small/小	A	49	800	630	346	小	小		小	i m n t		3 6 7 8	ACXT	SJE3	15	15.S.C 15.J.C 15.E.V 15.3.T	1.6 1.2 3.0 1.0	sjæ⁵²	0
1615	Wenzhou	small	s ai ²⁴	small/小	A	49	800	630	346	小	小		小	i n t		3 7 8	AXT	SA2	17	17.S.C 17.A.V 17.2.T	1.6 3.0 1.0	sai²⁴	0
