ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	CHARACTERS	COGIDS	MORPHEMES	STRICTID	LOOSEID	COMMONID	SALIENTID
1441	Beijing	smell	uən³⁵	uən³⁵	w ə n ³⁵		聞	310	smell/聞	345	431	854	294
1442	Haerbin	smell	uən²⁴	uən²⁴	w ə n ²⁴		聞	310	smell/聞	345	431	854	294
1443	Jinan	smell	vẽ⁵³	vẽ⁵³	v ẽ ⁵³		聞	310	smell/聞	345	431	854	294
1444	Rongcheng	smell	uən⁵²	uən⁵²	w ə n ⁵²		聞	310	smell/聞	345	431	854	294
1445	Taiyuan	smell	vəŋ²¹	vəŋ²¹	v ə ŋ ²¹		聞	310	smell/聞	345	431	854	294
1446	XiAn	smell	vẽ²⁴	vẽ²⁴	v ẽ ²⁴		聞	310	smell/聞	345	431	854	294
1447	Chengdu	smell	uən²¹	uən²¹	w ə n ²¹		聞	310	smell/聞	345	431	854	294
1448	Nanjing	smell	uən¹³	uən¹³	w ə n ¹³		聞	310	smell/聞	345	431	854	294
1449	Jixi	smell	pʰɑ̃³⁵	pʰɑ̃³⁵	pʰ ɑ̃ ³⁵		碰	311	touch/碰	346	436	860	295
1450	Suzhou	smell	mən¹³	mən¹³	m ə n ¹³	!b	聞	949	smell/聞	347	439	862	296
1451	Wenzhou	smell	hoŋ⁵¹	hoŋ⁵¹	h o ŋ ⁵¹		嗅	312	smell/嗅	348	437	856	297
1452	Changsha	smell	uən¹³	uən¹³	w ə n ¹³	!b	聞	950	smell/聞	349	432	857	298
1453	Loudi	smell	ɕiɤŋ³⁵	ɕiɤŋ³⁵	ɕ j ɤ ŋ ³⁵		嗅	312	smell/嗅	348	437	856	297
1454	Nanchang	smell	un⁴⁵	un⁴⁵	u n ⁴⁵	!b	聞	951	smell/聞	350	438	861	299
1455	Nanchang	smell	ɕiuŋ⁴⁵	ɕiuŋ⁴⁵	ɕ j u ŋ ⁴⁵		嗅	312	smell/嗅	348	437	856	297
1456	Meixian	smell	pʰi⁵³	pʰi⁵³	pʰ i ⁵³		鼻	77	nose/鼻	61	433	855	50
1457	Guilin	smell	uɤŋ²²	uɤŋ²²	w ɤ ŋ ²²	!b	聞	952	smell/聞	351	435	859	300
1458	Guangzhou	smell	mɐn²¹	mɐn²¹	m ɐ n ²¹	!b	聞	953	smell/聞	352	434	858	301
1459	Fuzhou	smell	pɛi²⁴²	pɛi²⁴²	p ɛi ²⁴²		鼻	77	nose/鼻	61	433	855	50
1460	Xiamen	smell	pʰi²²	pʰi²²	pʰ i ²²		鼻	77	nose/鼻	61	433	855	50
1805	Beijing	smoke	iɛn⁵⁵	iɛn⁵⁵	j ɛ n ⁵⁵		煙	366	smoke/煙	419	440	863	360
1806	Haerbin	smoke	ian⁴⁴	ian⁴⁴	j a n ⁴⁴		煙	366	smoke/煙	419	440	863	360
1807	Jinan	smoke	iæ̃²¹⁴	iæ̃²¹⁴	j æ̃ ²¹⁴		煙	366	smoke/煙	419	440	863	360
1808	Rongcheng	smoke	iɐn⁵²	iɐn⁵²	j ɐ n ⁵²		煙	366	smoke/煙	419	440	863	360
1809	Taiyuan	smoke	ie²¹	ie²¹	j e ²¹		煙	366	smoke/煙	419	440	863	360
1810	XiAn	smoke	iæ̃²¹	iæ̃²¹	j æ̃ ²¹		煙	366	smoke/煙	419	440	863	360
1811	Chengdu	smoke	iɛn⁴⁵ iər⁵⁵	iɛn⁴⁵ iər⁵⁵	j ɛ n ⁴⁵ + j ə ⁵⁵		煙 煙	366 335	smoke/煙 _smoke:RED/smoke/煙	420	440	863	360
1812	Chengdu	smoke	iɛn⁴⁵ tsɿ⁵³⁻²¹	iɛn⁴⁵ tsɿ⁵³⁻²¹	j ɛ n ⁴⁵ + ts ɿ ⁵³		煙 子	366 19	smoke/煙 _-child:SUF/子	421	440	863	360
1813	Nanjing	smoke	ien³¹	ien³¹	j e n ³¹		煙	366	smoke/煙	419	440	863	360
1814	Jixi	smoke	iẽ⁵⁵	iẽ⁵⁵	j ẽ ⁵⁵		煙	366	smoke/煙	419	440	863	360
1815	Suzhou	smoke	iɪ⁴⁴	iɪ⁴⁴	j ɪ ⁴⁴		煙	366	smoke/煙	419	440	863	360
1816	Wenzhou	smoke	i⁴⁴	i⁴⁴	i ⁴⁴		煙	366	smoke/煙	419	440	863	360
1817	Changsha	smoke	iẽ³³	iẽ³³	j ẽ ³³		煙	366	smoke/煙	419	440	863	360
1818	Loudi	smoke	niæ⁴⁴	niæ⁴⁴	n j æ ⁴⁴		煙	366	smoke/煙	419	440	863	360
1819	Nanchang	smoke	iɛn⁴²	iɛn⁴²	j ɛ n ⁴²		煙	366	smoke/煙	419	440	863	360
1820	Meixian	smoke	ian³³	ian³³	j a n ³³		煙	366	smoke/煙	419	440	863	360
1821	Guilin	smoke	iã⁴²	iã⁴²	j ã ⁴²		煙	366	smoke/煙	419	440	863	360
1822	Guangzhou	smoke	in⁵⁵	in⁵⁵	i n ⁵⁵		煙	366	smoke/煙	419	440	863	360
1823	Fuzhou	smoke	houŋ⁵⁵	houŋ⁵⁵	h ou ŋ ⁵⁵		煙	366	smoke/煙	419	440	863	360
1824	Xiamen	smoke	hun⁵⁵	hun⁵⁵	h u n ⁵⁵		煙	366	smoke/煙	419	440	863	360
95	Beijing	smooth	pʰiŋ³⁵	pʰiŋ³⁵	pʰ i ŋ ³⁵		平	25	even/平	26	441	866	21
96	Haerbin	smooth	pʰiŋ²⁴	pʰiŋ²⁴	pʰ i ŋ ²⁴		平	25	even/平	26	441	866	21
97	Jinan	smooth	pʰiŋ⁵³	pʰiŋ⁵³	pʰ i ŋ ⁵³		平	25	even/平	26	441	866	21
98	Rongcheng	smooth	pʰiŋ³⁵	pʰiŋ³⁵	pʰ i ŋ ³⁵		平	25	even/平	26	441	866	21
99	Taiyuan	smooth	pʰiŋ²¹	pʰiŋ²¹	pʰ i ŋ ²¹		平	25	even/平	26	441	866	21
100	XiAn	smooth	pʰiŋ²⁴	pʰiŋ²⁴	pʰ i ŋ ²⁴		平	25	even/平	26	441	866	21
101	Chengdu	smooth	pʰin²¹	pʰin²¹	pʰ i n ²¹		平	25	even/平	26	441	866	21
102	Nanjing	smooth	pʰin¹³	pʰin¹³	pʰ i n ¹³		平	25	even/平	26	441	866	21
103	Jixi	smooth	pʰiɑ̃⁴⁴	pʰiɑ̃⁴⁴	pʰ j ɑ̃ ⁴⁴		平	25	even/平	26	441	866	21
104	Suzhou	smooth	bin¹³	bin¹³	b i n ¹³		平	25	even/平	26	441	866	21
105	Wenzhou	smooth	beŋ³⁴¹	beŋ³⁴¹	b e ŋ ³⁴¹		平	25	even/平	26	441	866	21
106	Changsha	smooth	pin¹³	pin¹³	p i n ¹³		平	25	even/平	26	441	866	21
107	Loudi	smooth	pʰiɔ¹³	pʰiɔ¹³	pʰ j ɔ ¹³		平	25	even/平	26	441	866	21
108	Nanchang	smooth	pʰin²⁴	pʰin²⁴	pʰ i n ²⁴		平	25	even/平	26	441	866	21
109	Meixian	smooth	pʰiaŋ¹¹	pʰiaŋ¹¹	pʰ j a ŋ ¹¹		平	25	even/平	26	441	866	21
110	Guilin	smooth	pei²²	pei²²	p ei ²²		平	25	even/平	26	441	866	21
111	Guangzhou	smooth	pʰɛŋ²¹	pʰɛŋ²¹	pʰ ɛ ŋ ²¹		平	25	even/平	26	441	866	21
112	Fuzhou	smooth	paŋ⁵³	paŋ⁵³	p a ŋ ⁵³		平	25	even/平	26	441	866	21
113	Xiamen	smooth	piæ²⁴	piæ²⁴	p j æ ²⁴		平	25	even/平	26	441	866	21
665	Beijing	snake	ʂy³⁵	ʂy³⁵	ʂ y ³⁵		蛇	148	snake/蛇	153	442	867	131
667	Haerbin	snake	tʂʰaŋ²¹ tʂʰuŋ²¹	tʂʰaŋ²¹ tʂʰuŋ²¹	ʈʂʰ a ŋ ²¹ + ʈʂʰ u ŋ ²¹		长 虫	149 150	long/长 insect/虫	154	443	868	132
668	Jinan	snake	ʂa⁵³	ʂa⁵³	ʂ a ⁵³		蛇	148	snake/蛇	153	442	867	131
669	Rongcheng	snake	tʂʰaŋ³⁵ tʂʰoŋ⁰	tʂʰaŋ³⁵ tʂʰoŋ⁰	ʈʂʰ a ŋ ³⁵ + ʈʂʰ o ŋ ⁰		长 虫	149 150	long/长 insect/虫	154	443	868	132
670	Taiyuan	snake	sɤ²¹	sɤ²¹	s ɤ ²¹		蛇	148	snake/蛇	153	442	867	131
671	XiAn	snake	tʂʰɑŋ²⁴ pfʰəŋ⁰	tʂʰɑŋ²⁴ pfʰəŋ⁰	ʈʂʰ ɑ ŋ ²⁴ + pfʰ ə ŋ ⁰		长 虫	149 150	long/长 insect/虫	154	443	868	132
672	Chengdu	snake	se²¹	se²¹	s e ²¹		蛇	148	snake/蛇	153	442	867	131
674	Nanjing	snake	ʂə¹³	ʂə¹³	ʂ ə ¹³		蛇	148	snake/蛇	153	442	867	131
675	Jixi	snake	so⁴⁴	so⁴⁴	s o ⁴⁴		蛇	148	snake/蛇	153	442	867	131
676	Suzhou	snake	zo¹³	zo¹³	z o ¹³		蛇	148	snake/蛇	153	442	867	131
677	Wenzhou	snake	zei³⁴¹	zei³⁴¹	z ei ³⁴¹		蛇	148	snake/蛇	153	442	867	131
678	Changsha	snake	sə¹³	sə¹³	s ə ¹³		蛇	148	snake/蛇	153	442	867	131
679	Loudi	snake	tɕʰiɔ¹³	tɕʰiɔ¹³	tɕʰ j ɔ ¹³		蛇	148	snake/蛇	153	442	867	131
680	Nanchang	snake	sa⁴⁵	sa⁴⁵	s a ⁴⁵		蛇	148	snake/蛇	153	442	867	131
681	Meixian	snake	sa¹¹ ko³³	sa¹¹ ko³³	s a ¹¹ + k o ³³		蛇 哥	148 680	snake/蛇 _suffix/哥	155	442	867	131
682	Guilin	snake	sᴀ²²	sᴀ²²	s a̠ ²²		蛇	148	snake/蛇	153	442	867	131
683	Guangzhou	snake	sɛ²¹	sɛ²¹	s ɛ ²¹		蛇	148	snake/蛇	153	442	867	131
684	Fuzhou	snake	lau³²⁻²¹ lie⁵³	lau³²⁻²¹ lie⁵³	l au ³² + l j e ⁵³		老 蛇	27 148	_old/老 snake/蛇	156	442	867	131
685	Xiamen	snake	tsua²⁴	tsua²⁴	ts w a ²⁴		蛇	148	snake/蛇	153	442	867	131
1723	Beijing	snow	ɕyɛ²¹³	ɕyɛ²¹³	ɕ ɥ ɛ ²¹³		雪	358	snow/雪	409	444	872	351
1724	Haerbin	snow	ɕyɛ²¹³	ɕyɛ²¹³	ɕ ɥ ɛ ²¹³		雪	358	snow/雪	409	444	872	351
1725	Jinan	snow	ɕyɤ²¹⁴	ɕyɤ²¹⁴	ɕ ɥ ɤ ²¹⁴		雪	358	snow/雪	409	444	872	351
1726	Rongcheng	snow	siɛ²¹⁴	siɛ²¹⁴	s j ɛ ²¹⁴		雪	358	snow/雪	409	444	872	351
1727	Taiyuan	snow	ɕyəʔ²	ɕyəʔ²	ɕ ɥ ə ʔ ²		雪	358	snow/雪	409	444	872	351
1728	XiAn	snow	ɕyɛ²¹	ɕyɛ²¹	ɕ ɥ ɛ ²¹		雪	358	snow/雪	409	444	872	351
1729	Chengdu	snow	ɕye²¹	ɕye²¹	ɕ ɥ e ²¹		雪	358	snow/雪	409	444	872	351
1730	Nanjing	snow	ɕyeʔ⁵	ɕyeʔ⁵	ɕ ɥ e ʔ ⁵		雪	358	snow/雪	409	444	872	351
1731	Jixi	snow	ɕiaʔ³²*	ɕiaʔ³²*	ɕ j a ʔ ³²		雪	358	snow/雪	409	444	872	351
1732	Suzhou	snow	siəʔ⁴	siəʔ⁴	s j ə ʔ ⁴		雪	358	snow/雪	409	444	872	351
1733	Wenzhou	snow	ɕy⁴¹	ɕy⁴¹	ɕ y ⁴¹		雪	358	snow/雪	409	444	872	351
1734	Changsha	snow	ɕie²⁴	ɕie²⁴	ɕ j e ²⁴		雪	358	snow/雪	409	444	872	351
1735	Loudi	snow	sue¹³	sue¹³	s w e ¹³		雪	358	snow/雪	409	444	872	351
1736	Nanchang	snow	ɕyet⁵	ɕyet⁵	ɕ ɥ e t ⁵		雪	358	snow/雪	409	444	872	351
1737	Meixian	snow	siet¹	siet¹	s j e t ¹		雪	358	snow/雪	409	444	872	351
1738	Guilin	snow	ɕye⁵⁵	ɕye⁵⁵	ɕ ɥ e ⁵⁵		雪	358	snow/雪	409	444	872	351
1739	Guangzhou	snow	syt³	syt³	s y t ³		雪	358	snow/雪	409	444	872	351
1740	Fuzhou	snow	suoʔ²⁴*	suoʔ²⁴*	s w o ʔ ²⁴		雪	358	snow/雪	409	444	872	351
1741	Xiamen	snow	seʔ³²*	seʔ³²*	s e ʔ ³²		雪	358	snow/雪	409	444	872	351
1293	Beijing	spit	tʰu⁵¹	tʰu⁵¹	tʰ u ⁵¹		吐	1	spit/吐	1	445	873	1
1294	Haerbin	spit	tʰu⁵³	tʰu⁵³	tʰ u ⁵³		吐	1	spit/吐	1	445	873	1
1295	Jinan	spit	tʰu³¹	tʰu³¹	tʰ u ³¹		吐	1	spit/吐	1	445	873	1
1296	Rongcheng	spit	tʰu²¹⁴	tʰu²¹⁴	tʰ u ²¹⁴		吐	1	spit/吐	1	445	873	1
1297	Taiyuan	spit	tʰu⁵³	tʰu⁵³	tʰ u ⁵³		吐	1	spit/吐	1	445	873	1
1298	XiAn	spit	tʰou⁵³	tʰou⁵³	tʰ ou ⁵³		吐	1	spit/吐	1	445	873	1
1299	Chengdu	spit	tʰu⁵³	tʰu⁵³	tʰ u ⁵³		吐	1	spit/吐	1	445	873	1
1300	Nanjing	spit	tʰu¹¹	tʰu¹¹	tʰ u ¹¹		吐	1	spit/吐	1	445	873	1
1301	Jixi	spit	tʰu²¹³	tʰu²¹³	tʰ u ²¹³		吐	1	spit/吐	1	445	873	1
1302	Suzhou	spit	tʰəu⁵²	tʰəu⁵²	tʰ əu ⁵²		吐	1	spit/吐	1	445	873	1
1303	Wenzhou	spit	tʰøy²⁴	tʰøy²⁴	tʰ øy ²⁴		吐	1	spit/吐	1	445	873	1
1304	Changsha	spit	tʰəu⁵⁵	tʰəu⁵⁵	tʰ əu ⁵⁵		吐	1	spit/吐	1	445	873	1
1305	Loudi	spit	tʰɤu⁴²	tʰɤu⁴²	tʰ ɤu ⁴²		吐	1	spit/吐	1	445	873	1
1306	Nanchang	spit	tʰu²¹³	tʰu²¹³	tʰ u ²¹³		吐	1	spit/吐	1	445	873	1
1307	Meixian	spit	tʰui⁵³	tʰui⁵³	tʰ w i ⁵³		吐	1	spit/吐	1	445	873	1
1308	Guilin	spit	tʰu²³	tʰu²³	tʰ u ²³		吐	1	spit/吐	1	445	873	1
1309	Guangzhou	spit	tʰou³³	tʰou³³	tʰ ou ³³		吐	1	spit/吐	1	445	873	1
1310	Fuzhou	spit	pʰuoi²¹²	pʰuoi²¹²	pʰ w oi ²¹²		啡	267	spit/啡	302	446	874	259
1311	Xiamen	spit	pʰui²¹	pʰui²¹	pʰ w i ²¹		啡	267	spit/啡	302	446	874	259
1012	Beijing	split	sɿ⁵⁵ liɛ⁵¹	sɿ⁵⁵ liɛ⁵¹	s ɿ ⁵⁵ + l j ɛ ⁵¹		撕 裂	212 213	split/撕 _apart/裂	230	447	875	197
1013	Haerbin	split	sɿ⁴⁴ liɛ⁵³	sɿ⁴⁴ liɛ⁵³	s ɿ ⁴⁴ + l j ɛ ⁵³		撕 裂	212 213	split/撕 _apart/裂	230	447	875	197
1014	Jinan	split	sɿ²¹⁴⁻²⁴ liə³¹	sɿ²¹⁴⁻²⁴ liə³¹	s ɿ ²¹⁴ + l j ə ³¹		撕 裂	212 213	split/撕 _apart/裂	230	447	875	197
1015	Rongcheng	split	sɿ⁵² liɛ²¹⁴	sɿ⁵² liɛ²¹⁴	s ɿ ⁵² + l j ɛ ²¹⁴		撕 裂	212 213	split/撕 _apart/裂	230	447	875	197
1017	Taiyuan	split	sɿ²¹ lie⁴⁵	sɿ²¹ lie⁴⁵	s ɿ ²¹ + l j e ⁴⁵		撕 裂	212 213	split/撕 _apart/裂	230	447	875	197
1018	XiAn	split	sɿ²¹ læ̃⁴⁴	sɿ²¹ læ̃⁴⁴	s ɿ ²¹ + l æ̃ ⁴⁴		撕 烂	212 214	split/撕 _break/烂	231	447	875	197
1020	Chengdu	split	sɿ⁴⁵ kʰai⁴⁵	sɿ⁴⁵ kʰai⁴⁵	s ɿ ⁴⁵ + kʰ ai ⁴⁵		撕 開	212 215	split/撕 _open/開	232	447	875	197
1022	Nanjing	split	sɿ³¹ lieʔ⁵	sɿ³¹ lieʔ⁵	s ɿ ³¹ + l j e ʔ ⁵		撕 裂	212 213	split/撕 _apart/裂	230	447	875	197
1023	Jixi	split	tɕʰiɔ²¹³	tɕʰiɔ²¹³	tɕʰ j ɔ ²¹³		扯	216	split/扯	233	447	877	198
1025	Suzhou	split	hən⁴⁴	hən⁴⁴	h ə n ⁴⁴		㧸	217	split/㧸	234	450	884	199
1026	Wenzhou	split	do²¹	do²¹	d o ²¹		𢱋	218	split/𢱋	235	451	885	200
1028	Changsha	split	tʂʰə⁴¹	tʂʰə⁴¹	ʈʂʰ ə ⁴¹		扯	216	split/扯	233	447	877	198
1029	Loudi	split	tʰiɔ⁴² bu³⁵⁻⁵	tʰiɔ⁴² bu³⁵⁻⁵	tʰ j ɔ ⁴² + b u ³⁵		扯 破	216 219	split/扯 _break/破	236	447	877	198
1030	Nanchang	split	si⁴² liɛt⁵	si⁴² liɛt⁵	s i ⁴² + l j ɛ t ⁵	!b	撕 裂	912 913	split/撕 _apart/裂	237	449	882	201
1032	Nanchang	split	tsei⁴²	tsei⁴²	ts ei ⁴²		囗	760	split/?	238	453	889	202
1033	Meixian	split	tsʰa³¹ kʰoi³³	tsʰa³¹ kʰoi³³	tsʰ a ³¹ + kʰ oi ³³		扯 開	216 215	split/扯 _open/開	239	447	877	198
1034	Guilin	split	tsʰᴀ²³⁻²² pʰuo²⁵	tsʰᴀ²³⁻²² pʰuo²⁵	tsʰ a̠ ²³ + pʰ w o ²⁵		扯 破	216 219	split/扯 _split/破	236	447	877	198
1035	Guangzhou	split	si⁵³ lit²	si⁵³ lit²	s i ⁵³ + l i t ²	!b	撕 裂	914 915	split/撕 _apart/裂	240	448	880	203
1036	Fuzhou	split	tʰie³² lieʔ⁵	tʰie³² lieʔ⁵	tʰ j e ³² + l j e ʔ ⁵		扯 裂	216 213	split/扯 _apart/裂	241	447	876	198
1037	Xiamen	split	tʰiaʔ⁵³* li²²	tʰiaʔ⁵³* li²²	tʰ j a ʔ ⁵³ + l i ²²	攦	拆 扌丽	220 221	split/拆 _split/扌丽	242	452	886	204
1761	Beijing	squeeze	iᴀ⁵⁵	iᴀ⁵⁵	j a̠ ⁵⁵		壓	360	squeeze/壓	411	454	890	353
1762	Haerbin	squeeze	ia⁴⁴	ia⁴⁴	j a ⁴⁴		壓	360	squeeze/壓	411	454	890	353
1764	Rongcheng	squeeze	ia²¹⁴	ia²¹⁴	j a ²¹⁴		壓	360	squeeze/壓	411	454	890	353
1765	Taiyuan	squeeze	ia⁴⁵	ia⁴⁵	j a ⁴⁵		壓	360	squeeze/壓	411	454	890	353
1766	Taiyuan	squeeze	tɕi⁵³	tɕi⁵³	tɕ i ⁵³		挤	361	squeeze/挤	412	456	892	354
1767	XiAn	squeeze	ȵiɑ²¹	ȵiɑ²¹	ɲ j ɑ ²¹		壓	360	squeeze/壓	411	454	890	353
1768	Chengdu	squeeze	tsa²¹³	tsa²¹³	ts a ²¹³		榨	362	squeeze/榨	413	455	891	355
1771	Nanjing	squeeze	tsɑʔ⁵	tsɑʔ⁵	ts ɑ ʔ ⁵		榨	362	squeeze/榨	413	455	891	355
1772	Nanjing	squeeze	iɑʔ⁵	iɑʔ⁵	j ɑ ʔ ⁵		壓	360	squeeze/壓	411	454	890	353
1773	Jixi	squeeze	tso³⁵	tso³⁵	ts o ³⁵		榨	362	squeeze/榨	413	455	891	355
1774	Suzhou	squeeze	ɑʔ⁴	ɑʔ⁴	ɑ ʔ ⁴		壓	360	squeeze/壓	411	454	890	353
1775	Wenzhou	squeeze	a⁴¹	a⁴¹	a ⁴¹		壓	360	squeeze/壓	411	454	890	353
1776	Changsha	squeeze	ia²⁴	ia²⁴	j a ²⁴		壓	360	squeeze/壓	411	454	890	353
1777	Loudi	squeeze	ia¹³	ia¹³	j a ¹³		壓	360	squeeze/壓	411	454	890	353
1780	Nanchang	squeeze	tɕi²¹³	tɕi²¹³	tɕ i ²¹³		挤	361	squeeze/挤	412	456	892	354
1781	Meixian	squeeze	ap¹	ap¹	a p ¹		壓	360	squeeze/壓	411	454	890	353
1782	Guilin	squeeze	ŋa⁵⁵	ŋa⁵⁵	ŋ a ⁵⁵		壓	360	squeeze/壓	411	454	890	353
1783	Guangzhou	squeeze	ŋat³	ŋat³	ŋ a t ³		壓	360	squeeze/壓	411	454	890	353
1784	Fuzhou	squeeze	taʔ²⁴*	taʔ²⁴*	t a ʔ ²⁴		壓	360	squeeze/壓	411	454	890	353
1785	Xiamen	squeeze	teʔ³²*	teʔ³²*	t e ʔ ³²		壓	360	squeeze/壓	411	454	890	353
2741	Beijing	stab	tsʰɿ⁵¹	tsʰɿ⁵¹	tsʰ ɿ ⁵¹		刺	557	stab/刺	657	457	893	541
2742	Haerbin	stab	tsʰɿ⁵³	tsʰɿ⁵³	tsʰ ɿ ⁵³		刺	557	stab/刺	657	457	893	541
2743	Jinan	stab	tsʰɿ²¹	tsʰɿ²¹	tsʰ ɿ ²¹		刺	557	stab/刺	657	457	893	541
2744	Rongcheng	stab	nɐn²¹⁴	nɐn²¹⁴	n ɐ n ²¹⁴		楠	558	stab/楠	658	460	896	542
2745	Taiyuan	stab	tsʰɿ⁴⁵	tsʰɿ⁴⁵	tsʰ ɿ ⁴⁵		刺	557	stab/刺	657	457	893	541
2746	XiAn	stab	tsʰɿ⁴⁴	tsʰɿ⁴⁴	tsʰ ɿ ⁴⁴		刺	557	stab/刺	657	457	893	541
2747	Chengdu	stab	tɕy⁴⁵	tɕy⁴⁵	tɕ y ⁴⁵		居	559	stab/居	659	458	895	543
2748	Nanjing	stab	tsʰoʔ⁵	tsʰoʔ⁵	tsʰ o ʔ ⁵		戳	560	stab/戳	660	459	894	544
2749	Jixi	stab	tsʰoʔ³²*	tsʰoʔ³²*	tsʰ o ʔ ³²		戳	560	stab/戳	660	459	894	544
2750	Suzhou	stab	tsʰɿ⁴¹²	tsʰɿ⁴¹²	tsʰ ɿ ⁴¹²		刺	557	stab/刺	657	457	893	541
2752	Wenzhou	stab	taŋ⁵¹	taŋ⁵¹	t a ŋ ⁵¹		頓	561	stab/頓	661	461	897	545
2753	Changsha	stab	tsʰɿ⁵⁵	tsʰɿ⁵⁵	tsʰ ɿ ⁵⁵		刺	557	stab/刺	657	457	893	541
2754	Loudi	stab	tsɿ³⁵	tsɿ³⁵	ts ɿ ³⁵		刺	557	stab/刺	657	457	893	541
2755	Nanchang	stab	tsʰɿ²¹³	tsʰɿ²¹³	tsʰ ɿ ²¹³		刺	557	stab/刺	657	457	893	541
2756	Meixian	stab	tsʰɿ⁵³	tsʰɿ⁵³	tsʰ ɿ ⁵³		刺	557	stab/刺	657	457	893	541
2757	Guilin	stab	tsʰɿ²⁵	tsʰɿ²⁵	tsʰ ɿ ²⁵		刺	557	stab/刺	657	457	893	541
2758	Guangzhou	stab	tsʰi³³	tsʰi³³	tsʰ i ³³		刺	557	stab/刺	657	457	893	541
2759	Fuzhou	stab	tsʰie²¹²	tsʰie²¹²	tsʰ j e ²¹²		刺	557	stab/刺	657	457	893	541
2760	Xiamen	stab	tsʰi²¹	tsʰi²¹	tsʰ i ²¹		刺	557	stab/刺	657	457	893	541
2220	Beijing	stand	tʂan⁵¹	tʂan⁵¹	ʈʂ a n ⁵¹		站	457	stand/站	511	462	898	424
2221	Haerbin	stand	tʂan⁵³	tʂan⁵³	ʈʂ a n ⁵³		站	457	stand/站	511	462	898	424
2222	Jinan	stand	tʂæ̃³¹	tʂæ̃³¹	ʈʂ æ̃ ³¹		站	457	stand/站	511	462	898	424
2223	Rongcheng	stand	li²¹⁴ tʂə⁰	li²¹⁴ tʂə⁰	l i ²¹⁴ + ʈʂ ə ⁰		立 着	458 255	stand/立 _reach:STATIVE/着	512	467	900	425
2224	Taiyuan	stand	tsæ̃⁴⁵	tsæ̃⁴⁵	ts æ̃ ⁴⁵		站	457	stand/站	511	462	898	424
2225	XiAn	stand	tsæ̃⁴⁴	tsæ̃⁴⁴	ts æ̃ ⁴⁴		站	457	stand/站	511	462	898	424
2226	Chengdu	stand	tsan²¹³	tsan²¹³	ts a n ²¹³		站	457	stand/站	511	462	898	424
2227	Nanjing	stand	tsɑ̃⁴⁴	tsɑ̃⁴⁴	ts ɑ̃ ⁴⁴		站	457	stand/站	511	462	898	424
2228	Jixi	stand	kʰa²¹³	kʰa²¹³	kʰ a ²¹³		乃豈	459	stand/乃豈	513	466	903	426
2229	Suzhou	stand	liəʔ²³*	liəʔ²³*	l j ə ʔ ²³		立	458	stand/立	514	467	900	425
2230	Wenzhou	stand	ge²⁴	ge²⁴	g e ²⁴		徛	460	stand/徛	515	463	899	427
2231	Changsha	stand	tsan⁵⁵	tsan⁵⁵	ts a n ⁵⁵		站	457	stand/站	511	462	898	424
2233	Loudi	stand	tsã³⁵	tsã³⁵	ts ã ³⁵		站	457	stand/站	511	462	898	424
2234	Nanchang	stand	tsan⁴⁵	tsan⁴⁵	ts a n ⁴⁵		站	457	stand/站	511	462	898	424
2235	Meixian	stand	kʰi³³	kʰi³³	kʰ i ³³		徛	460	stand/徛	515	463	899	427
2236	Guilin	stand	tsã²¹	tsã²¹	ts ã ²¹	!b	站	980	stand/站	516	465	902	428
2237	Guangzhou	stand	tsam²²	tsam²²	ts a m ²²	!b	站	981	stand/站	517	464	901	429
2238	Fuzhou	stand	kʰie²⁴²	kʰie²⁴²	kʰ j e ²⁴²		徛	460	stand/徛	515	463	899	427
2239	Xiamen	stand	kʰia²²	kʰia²²	kʰ j a ²²		徛	460	stand/徛	515	463	899	427
1703	Beijing	star	ɕiŋ⁵⁵ ɕiŋ⁰	ɕiŋ⁵⁵ ɕiŋ⁰	ɕ i ŋ ⁵⁵ + ɕ i ŋ ⁰		星 星	356 318	star/星 star:RED	403	468	905	346
1704	Haerbin	star	ɕiŋ⁴⁴ ɕiər⁰	ɕiŋ⁴⁴ ɕiər⁰	ɕ i ŋ ⁴⁴ + ɕ j ə ⁰		星 星	356 318	star/星 star:RED	403	468	905	346
1705	Jinan	star	ɕiŋ²¹³⁻²¹ ɕiŋ⁰	ɕiŋ²¹³⁻²¹ ɕiŋ⁰	ɕ i ŋ ²¹³ + ɕ i ŋ ⁰		星 星	356 318	star/星 star:RED	403	468	905	346
1706	Rongcheng	star	siŋ⁵² siŋ⁰	siŋ⁵² siŋ⁰	s i ŋ ⁵² + s i ŋ ⁰		星 星	356 318	star/星 star:RED	403	468	905	346
1707	Taiyuan	star	ɕiŋ²¹ ɕiŋ²¹⁻⁴⁵	ɕiŋ²¹ ɕiŋ²¹⁻⁴⁵	ɕ i ŋ ²¹ + ɕ i ŋ ²¹		星 星	356 318	star/星 star:RED	403	468	905	346
1708	XiAn	star	ɕiŋ²¹ ɕiŋ²⁴	ɕiŋ²¹ ɕiŋ²⁴	ɕ i ŋ ²¹ + ɕ i ŋ ²⁴		星 星	356 318	star/星 star:RED	403	468	905	346
1709	Chengdu	star	ɕin⁴⁵ ɕiər⁵⁵	ɕin⁴⁵ ɕiər⁵⁵	ɕ i n ⁴⁵ + ɕ j ə ⁵⁵		星 星	356 318	star/星 star:RED	403	468	905	346
